State_County,State,County,Levels_Smokers,Levels_COPD
"Jefferson Davis, Louisiana",Louisiana,Jefferson Davis,23.2,9.6
"Montgomery, Kansas",Kansas,Montgomery,19.2,8.6
"Trego, Kansas",Kansas,Trego,15.9,7.9
"Wichita, Kansas",Kansas,Wichita,14.1,6.0
"Breathitt, Kentucky",Kentucky,Breathitt,30.1,15.6
"Breckinridge, Kentucky",Kentucky,Breckinridge,25.7,12.7
"McPherson, Kansas",Kansas,McPherson,15.9,7.0
"East Feliciana, Louisiana",Louisiana,East Feliciana,23.9,9.3
"Lyon, Kansas",Kansas,Lyon,15.7,6.2
"Kearny, Kansas",Kansas,Kearny,18.6,7.4
"Atchison, Kansas",Kansas,Atchison,18.7,7.3
"Greenup, Kentucky",Kentucky,Greenup,22.3,11.4
"Monroe, Kentucky",Kentucky,Monroe,27.3,13.6
"Cheyenne, Kansas",Kansas,Cheyenne,16.1,8.3
"Rush, Kansas",Kansas,Rush,16.1,8.1
"Douglas, Kansas",Kansas,Douglas,13.9,4.8
"Caldwell, Kentucky",Kentucky,Caldwell,23.6,12.0
"Edmonson, Kentucky",Kentucky,Edmonson,27.3,13.5
"Jewell, Kansas",Kansas,Jewell,17.1,9.8
"Bracken, Kentucky",Kentucky,Bracken,25.8,11.8
"Lafourche, Louisiana",Louisiana,Lafourche,22.9,8.9
"Muhlenberg, Kentucky",Kentucky,Muhlenberg,25.5,12.2
"Stafford, Kansas",Kansas,Stafford,16.7,8.1
"Rockcastle, Kentucky",Kentucky,Rockcastle,27.8,13.8
"Franklin, Maine",Maine,Franklin,18.6,9.6
"Boyd, Kentucky",Kentucky,Boyd,23.9,11.6
"Carter, Kentucky",Kentucky,Carter,27.5,13.8
"Graves, Kentucky",Kentucky,Graves,25.2,11.6
"Floyd, Kentucky",Kentucky,Floyd,30.0,15.6
"Chase, Kansas",Kansas,Chase,16.4,8.0
"Lyon, Kentucky",Kentucky,Lyon,22.7,11.6
"Jackson, Kansas",Kansas,Jackson,18.1,7.6
"Mitchell, Kansas",Kansas,Mitchell,16.9,8.0
"Labette, Kansas",Kansas,Labette,20.3,8.8
"Claiborne, Louisiana",Louisiana,Claiborne,27.6,11.9
"Miami, Kansas",Kansas,Miami,16.0,6.1
"Wolfe, Kentucky",Kentucky,Wolfe,32.6,17.3
"Morgan, Kentucky",Kentucky,Morgan,29.8,13.4
"Taylor, Kentucky",Kentucky,Taylor,24.1,10.9
"Wallace, Kansas",Kansas,Wallace,14.4,7.0
"Robertson, Kentucky",Kentucky,Robertson,24.9,13.3
"Dickinson, Kansas",Kansas,Dickinson,17.6,7.9
"Vermilion, Louisiana",Louisiana,Vermilion,23.8,9.4
"Aroostook, Maine",Maine,Aroostook,20.3,11.9
"Pointe Coupee, Louisiana",Louisiana,Pointe Coupee,23.1,10.2
"McCreary, Kentucky",Kentucky,McCreary,32.8,15.1
"Leavenworth, Kansas",Kansas,Leavenworth,17.4,5.8
"Ballard, Kentucky",Kentucky,Ballard,23.2,12.0
"Lafayette, Louisiana",Louisiana,Lafayette,20.5,7.0
"Phillips, Kansas",Kansas,Phillips,17.3,8.5
"Livingston, Louisiana",Louisiana,Livingston,22.9,7.9
"Butler, Kentucky",Kentucky,Butler,26.5,12.6
"Sumner, Kansas",Kansas,Sumner,17.3,7.7
"Edwards, Kansas",Kansas,Edwards,16.7,7.9
"Spencer, Kentucky",Kentucky,Spencer,22.2,8.9
"Coffey, Kansas",Kansas,Coffey,16.8,7.8
"East Carroll, Louisiana",Louisiana,East Carroll,32.0,13.2
"Hopkins, Kentucky",Kentucky,Hopkins,24.6,11.3
"Logan, Kansas",Kansas,Logan,17.6,7.8
"Knott, Kentucky",Kentucky,Knott,29.8,16.0
"Adair, Kentucky",Kentucky,Adair,26.9,12.7
"Montgomery, Kentucky",Kentucky,Montgomery,25.6,11.7
"St. James, Louisiana",Louisiana,St. James,22.1,8.7
"Pike, Kentucky",Kentucky,Pike,27.5,14.3
"Hamilton, Kansas",Kansas,Hamilton,17.6,6.3
"Sedgwick, Kansas",Kansas,Sedgwick,16.8,6.2
"Casey, Kentucky",Kentucky,Casey,28.7,14.8
"West Feliciana, Louisiana",Louisiana,West Feliciana,21.3,7.2
"Lewis, Kentucky",Kentucky,Lewis,30.8,15.4
"Cowley, Kansas",Kansas,Cowley,18.6,7.3
"West Baton Rouge, Louisiana",Louisiana,West Baton Rouge,20.9,7.2
"Jefferson, Kentucky",Kentucky,Jefferson,21.8,8.8
"Webster, Louisiana",Louisiana,Webster,24.9,11.8
"Cherokee, Kansas",Kansas,Cherokee,20.2,9.0
"Pawnee, Kansas",Kansas,Pawnee,17.5,7.3
"Madison, Louisiana",Louisiana,Madison,29.0,11.4
"McLean, Kentucky",Kentucky,McLean,23.6,11.6
"Allen, Louisiana",Louisiana,Allen,24.2,8.7
"Carlisle, Kentucky",Kentucky,Carlisle,25.0,12.9
"Kingman, Kansas",Kansas,Kingman,15.8,7.1
"Boone, Kentucky",Kentucky,Boone,18.1,7.4
"Allen, Kentucky",Kentucky,Allen,26.5,11.9
"Iberville, Louisiana",Louisiana,Iberville,23.8,9.0
"Perry, Kentucky",Kentucky,Perry,28.9,14.0
"Pottawatomie, Kansas",Kansas,Pottawatomie,15.6,6.0
"Washington, Louisiana",Louisiana,Washington,26.1,11.1
"Morehouse, Louisiana",Louisiana,Morehouse,26.5,11.3
"Hardin, Kentucky",Kentucky,Hardin,23.0,8.7
"Marion, Kentucky",Kentucky,Marion,27.4,12.7
"Bienville, Louisiana",Louisiana,Bienville,25.2,11.8
"McCracken, Kentucky",Kentucky,McCracken,21.4,10.4
"Linn, Kansas",Kansas,Linn,19.7,9.4
"Menifee, Kentucky",Kentucky,Menifee,27.2,14.4
"Saline, Kansas",Kansas,Saline,16.7,6.5
"Clinton, Kentucky",Kentucky,Clinton,29.4,15.5
"Hart, Kentucky",Kentucky,Hart,27.9,13.5
"Androscoggin, Maine",Maine,Androscoggin,19.0,9.1
"Todd, Kentucky",Kentucky,Todd,25.9,11.7
"Grayson, Kentucky",Kentucky,Grayson,27.7,13.5
"Lincoln, Kansas",Kansas,Lincoln,16.4,8.3
"Cloud, Kansas",Kansas,Cloud,17.3,8.1
"Hickman, Kentucky",Kentucky,Hickman,25.2,14.2
"Smith, Kansas",Kansas,Smith,16.5,8.6
"Calloway, Kentucky",Kentucky,Calloway,20.5,9.5
"Ouachita, Louisiana",Louisiana,Ouachita,22.7,9.0
"Orleans, Louisiana",Louisiana,Orleans,21.5,7.1
"Franklin, Louisiana",Louisiana,Franklin,26.4,12.0
"Trigg, Kentucky",Kentucky,Trigg,21.9,11.0
"Hodgeman, Kansas",Kansas,Hodgeman,14.6,7.2
"Stanton, Kansas",Kansas,Stanton,16.1,6.7
"Martin, Kentucky",Kentucky,Martin,28.0,11.9
"Grant, Louisiana",Louisiana,Grant,24.8,8.9
"Simpson, Kentucky",Kentucky,Simpson,23.9,10.5
"Barber, Kansas",Kansas,Barber,19.4,9.0
"Green, Kentucky",Kentucky,Green,26.9,13.9
"Lane, Kansas",Kansas,Lane,16.5,7.9
"Meade, Kentucky",Kentucky,Meade,23.1,9.4
"Sabine, Louisiana",Louisiana,Sabine,23.5,10.2
"Catahoula, Louisiana",Louisiana,Catahoula,25.6,10.3
"Haskell, Kansas",Kansas,Haskell,17.5,7.1
"Henderson, Kentucky",Kentucky,Henderson,24.8,11.0
"Bourbon, Kentucky",Kentucky,Bourbon,23.8,11.2
"Tangipahoa, Louisiana",Louisiana,Tangipahoa,22.5,8.9
"Wilson, Kansas",Kansas,Wilson,19.5,9.1
"Marshall, Kentucky",Kentucky,Marshall,21.7,10.7
"Rice, Kansas",Kansas,Rice,15.9,7.0
"Hancock, Kentucky",Kentucky,Hancock,23.9,11.0
"Winn, Louisiana",Louisiana,Winn,24.0,9.9
"Calcasieu, Louisiana",Louisiana,Calcasieu,22.0,8.1
"LaSalle, Louisiana",Louisiana,LaSalle,25.6,10.0
"Vernon, Louisiana",Louisiana,Vernon,22.2,7.1
"Carroll, Kentucky",Kentucky,Carroll,27.3,12.2
"Caldwell, Louisiana",Louisiana,Caldwell,26.0,10.9
"St. Charles, Louisiana",Louisiana,St. Charles,18.7,6.7
"Jackson, Louisiana",Louisiana,Jackson,24.6,10.6
"Finney, Kansas",Kansas,Finney,17.6,5.5
"Lee, Kentucky",Kentucky,Lee,35.4,17.4
"Chautauqua, Kansas",Kansas,Chautauqua,19.8,10.5
"Scott, Kansas",Kansas,Scott,16.1,6.9
"Allen, Kansas",Kansas,Allen,18.7,8.4
"Pulaski, Kentucky",Kentucky,Pulaski,26.1,12.7
"Riley, Kansas",Kansas,Riley,14.0,4.5
"Crawford, Kansas",Kansas,Crawford,17.5,7.0
"Johnson, Kansas",Kansas,Johnson,11.8,4.3
"Harlan, Kentucky",Kentucky,Harlan,31.0,16.9
"Stevens, Kansas",Kansas,Stevens,18.2,7.2
"De Soto, Louisiana",Louisiana,De Soto,23.9,9.8
"Caddo, Louisiana",Louisiana,Caddo,21.9,8.7
"Ford, Kansas",Kansas,Ford,17.5,5.5
"St. Tammany, Louisiana",Louisiana,St. Tammany,18.7,7.1
"Pendleton, Kentucky",Kentucky,Pendleton,24.5,11.2
"Woodson, Kansas",Kansas,Woodson,19.5,10.0
"Jackson, Kentucky",Kentucky,Jackson,29.7,14.8
"Russell, Kentucky",Kentucky,Russell,25.4,13.1
"St. Bernard, Louisiana",Louisiana,St. Bernard,23.8,8.5
"Kenton, Kentucky",Kentucky,Kenton,21.1,8.2
"Grant, Kentucky",Kentucky,Grant,25.8,10.9
"Sheridan, Kansas",Kansas,Sheridan,15.8,7.6
"Bourbon, Kansas",Kansas,Bourbon,18.9,9.0
"St. Helena, Louisiana",Louisiana,St. Helena,22.9,9.6
"Reno, Kansas",Kansas,Reno,18.1,7.6
"Scott, Kentucky",Kentucky,Scott,20.4,7.9
"Greenwood, Kansas",Kansas,Greenwood,18.2,9.0
"Wyandotte, Kansas",Kansas,Wyandotte,20.3,6.7
"St. Mary, Louisiana",Louisiana,St. Mary,23.6,9.5
"Harvey, Kansas",Kansas,Harvey,14.9,6.4
"Ness, Kansas",Kansas,Ness,16.5,8.5
"Elk, Kansas",Kansas,Elk,18.9,10.7
"Clay, Kentucky",Kentucky,Clay,33.7,16.3
"Rawlins, Kansas",Kansas,Rawlins,16.0,8.4
"St. John the Baptist, Louisiana",Louisiana,St. John the Baptist,20.5,7.6
"Wabaunsee, Kansas",Kansas,Wabaunsee,16.1,6.9
"Barton, Kansas",Kansas,Barton,17.8,7.9
"Whitley, Kentucky",Kentucky,Whitley,26.8,12.1
"Marshall, Kansas",Kansas,Marshall,17.5,8.2
"Rooks, Kansas",Kansas,Rooks,17.3,8.2
"Grant, Kansas",Kansas,Grant,16.2,5.9
"Knox, Kentucky",Kentucky,Knox,29.3,15.2
"Iberia, Louisiana",Louisiana,Iberia,24.3,9.5
"Nicholas, Kentucky",Kentucky,Nicholas,29.9,14.7
"Henry, Kentucky",Kentucky,Henry,25.1,11.6
"Brown, Kansas",Kansas,Brown,18.4,8.3
"Campbell, Kentucky",Kentucky,Campbell,20.3,8.3
"St. Martin, Louisiana",Louisiana,St. Martin,24.7,9.4
"Crittenden, Kentucky",Kentucky,Crittenden,24.8,12.8
"Avoyelles, Louisiana",Louisiana,Avoyelles,26.1,10.7
"Worth, Iowa",Iowa,Worth,17.3,6.8
"Shawnee, Kansas",Kansas,Shawnee,16.3,6.6
"Bossier, Louisiana",Louisiana,Bossier,21.4,7.4
"Washington, Kansas",Kansas,Washington,16.8,8.3
"Meade, Kansas",Kansas,Meade,16.9,7.2
"Livingston, Kentucky",Kentucky,Livingston,25.1,12.8
"Natchitoches, Louisiana",Louisiana,Natchitoches,22.0,9.4
"Concordia, Louisiana",Louisiana,Concordia,25.7,11.1
"Anderson, Kansas",Kansas,Anderson,19.5,9.2
"Garrard, Kentucky",Kentucky,Garrard,24.9,11.8
"Osborne, Kansas",Kansas,Osborne,16.7,8.3
"Oldham, Kentucky",Kentucky,Oldham,17.0,6.7
"Boyle, Kentucky",Kentucky,Boyle,21.7,10.1
"Graham, Kansas",Kansas,Graham,16.2,8.9
"Ascension, Louisiana",Louisiana,Ascension,19.4,6.4
"Doniphan, Kansas",Kansas,Doniphan,18.6,7.9
"Ellsworth, Kansas",Kansas,Ellsworth,17.0,7.1
"Kiowa, Kansas",Kansas,Kiowa,16.2,7.5
"Jessamine, Kentucky",Kentucky,Jessamine,21.9,9.4
"Harper, Kansas",Kansas,Harper,19.0,9.0
"Bath, Kentucky",Kentucky,Bath,27.1,12.8
"Marion, Kansas",Kansas,Marion,15.7,7.5
"Richland, Louisiana",Louisiana,Richland,26.6,11.4
"Gallatin, Kentucky",Kentucky,Gallatin,25.9,11.1
"Ottawa, Kansas",Kansas,Ottawa,17.1,7.5
"East Baton Rouge, Louisiana",Louisiana,East Baton Rouge,18.2,6.4
"Ohio, Kentucky",Kentucky,Ohio,25.1,11.9
"Mercer, Kentucky",Kentucky,Mercer,23.3,11.0
"Wright, Iowa",Iowa,Wright,17.1,7.4
"Johnson, Kentucky",Kentucky,Johnson,25.5,13.0
"Cameron, Louisiana",Louisiana,Cameron,22.7,9.4
"Warren, Kentucky",Kentucky,Warren,20.8,8.2
"Bell, Kentucky",Kentucky,Bell,32.3,17.4
"Cumberland, Kentucky",Kentucky,Cumberland,26.3,14.0
"Fulton, Kentucky",Kentucky,Fulton,29.0,14.3
"Dodge, Minnesota",Minnesota,Dodge,16.8,5.2
"Gogebic, Michigan",Michigan,Gogebic,20.2,11.6
"Tuscola, Michigan",Michigan,Tuscola,22.4,10.6
"DeSoto, Mississippi",Mississippi,DeSoto,17.3,6.2
"Carroll, Maryland",Maryland,Carroll,13.6,6.2
"Isanti, Minnesota",Minnesota,Isanti,18.7,6.0
"Wadena, Minnesota",Minnesota,Wadena,20.8,8.0
"Monroe, Michigan",Michigan,Monroe,19.7,9.0
"Ingham, Michigan",Michigan,Ingham,15.4,6.8
"Oceana, Michigan",Michigan,Oceana,21.0,10.1
"Dorchester, Maryland",Maryland,Dorchester,18.7,9.2
"Itasca, Minnesota",Minnesota,Itasca,19.1,7.2
"Berkshire, Massachusetts",Massachusetts,Berkshire,16.3,7.4
"Faribault, Minnesota",Minnesota,Faribault,17.9,7.2
"Leflore, Mississippi",Mississippi,Leflore,23.6,10.1
"Emmet, Michigan",Michigan,Emmet,16.3,8.7
"Le Sueur, Minnesota",Minnesota,Le Sueur,16.8,5.8
"Steele, Minnesota",Minnesota,Steele,17.2,6.0
"Watonwan, Minnesota",Minnesota,Watonwan,18.2,6.5
"Douglas, Minnesota",Minnesota,Douglas,16.9,6.3
"Claiborne, Mississippi",Mississippi,Claiborne,21.1,9.4
"Wilkin, Minnesota",Minnesota,Wilkin,16.8,6.1
"Tishomingo, Mississippi",Mississippi,Tishomingo,22.3,10.9
"Osceola, Michigan",Michigan,Osceola,22.6,11.4
"McLeod, Minnesota",Minnesota,McLeod,17.7,6.3
"Ogemaw, Michigan",Michigan,Ogemaw,22.8,12.8
"Montmorency, Michigan",Michigan,Montmorency,20.7,13.1
"Wayne, Michigan",Michigan,Wayne,21.6,9.2
"Lee, Mississippi",Mississippi,Lee,19.7,7.6
"Murray, Minnesota",Minnesota,Murray,16.9,7.0
"Harrison, Mississippi",Mississippi,Harrison,20.3,7.8
"Lowndes, Mississippi",Mississippi,Lowndes,18.8,8.0
"Norman, Minnesota",Minnesota,Norman,18.5,7.0
"Menominee, Michigan",Michigan,Menominee,20.3,10.8
"Harford, Maryland",Maryland,Harford,15.5,6.3
"Calhoun, Mississippi",Mississippi,Calhoun,21.6,10.3
"Kandiyohi, Minnesota",Minnesota,Kandiyohi,17.2,6.3
"Choctaw, Mississippi",Mississippi,Choctaw,20.4,9.8
"Newton, Mississippi",Mississippi,Newton,21.3,9.5
"Stone, Mississippi",Mississippi,Stone,21.6,9.3
"Renville, Minnesota",Minnesota,Renville,18.1,6.8
"Hampden, Massachusetts",Massachusetts,Hampden,17.4,6.6
"Gladwin, Michigan",Michigan,Gladwin,22.1,12.6
"Bolivar, Mississippi",Mississippi,Bolivar,21.6,9.8
"Allegan, Michigan",Michigan,Allegan,18.8,8.4
"Wright, Minnesota",Minnesota,Wright,15.7,4.9
"Crawford, Michigan",Michigan,Crawford,20.3,11.3
"Meeker, Minnesota",Minnesota,Meeker,17.6,6.5
"George, Mississippi",Mississippi,George,21.1,8.8
"Talbot, Maryland",Maryland,Talbot,12.8,7.6
"Yellow Medicine, Minnesota",Minnesota,Yellow Medicine,18.7,7.0
"Cottonwood, Minnesota",Minnesota,Cottonwood,17.6,7.3
"Kent, Maryland",Maryland,Kent,15.0,8.2
"Lafayette, Mississippi",Mississippi,Lafayette,15.6,5.9
"Nobles, Minnesota",Minnesota,Nobles,17.6,6.3
"Marshall, Mississippi",Mississippi,Marshall,20.3,9.0
"Nicollet, Minnesota",Minnesota,Nicollet,16.2,5.1
"Marquette, Michigan",Michigan,Marquette,17.9,8.2
"Jackson, Michigan",Michigan,Jackson,22.0,9.3
"Panola, Mississippi",Mississippi,Panola,22.1,9.5
"Marion, Mississippi",Mississippi,Marion,23.1,10.6
"Muskegon, Michigan",Michigan,Muskegon,22.4,9.3
"Madison, Mississippi",Mississippi,Madison,13.6,5.4
"Washington, Maryland",Maryland,Washington,17.8,8.4
"Copiah, Mississippi",Mississippi,Copiah,20.7,9.2
"Walthall, Mississippi",Mississippi,Walthall,23.0,10.5
"Barry, Michigan",Michigan,Barry,18.1,8.5
"Neshoba, Mississippi",Mississippi,Neshoba,24.8,10.6
"Somerset, Maryland",Maryland,Somerset,21.7,9.3
"Morrison, Minnesota",Minnesota,Morrison,18.3,7.0
"Sunflower, Mississippi",Mississippi,Sunflower,24.7,9.5
"Dakota, Minnesota",Minnesota,Dakota,14.1,4.3
"Lake of the Woods, Minnesota",Minnesota,Lake of the Woods,18.6,7.7
"Rice, Minnesota",Minnesota,Rice,16.3,5.3
"Charles, Maryland",Maryland,Charles,16.2,5.9
"Bristol, Massachusetts",Massachusetts,Bristol,17.3,7.3
"Huron, Michigan",Michigan,Huron,20.1,11.0
"Charlevoix, Michigan",Michigan,Charlevoix,17.4,9.3
"Brown, Minnesota",Minnesota,Brown,16.9,6.1
"Hillsdale, Michigan",Michigan,Hillsdale,22.0,10.7
"Wexford, Michigan",Michigan,Wexford,22.3,10.6
"Stearns, Minnesota",Minnesota,Stearns,16.6,5.6
"Montcalm, Michigan",Michigan,Montcalm,22.3,9.9
"Delta, Michigan",Michigan,Delta,19.6,10.4
"Alcona, Michigan",Michigan,Alcona,19.7,12.9
"Mille Lacs, Minnesota",Minnesota,Mille Lacs,21.0,7.3
"Queen Anne's, Maryland",Maryland,Queen Anne's,14.9,6.8
"Kent, Michigan",Michigan,Kent,17.3,6.7
"Oakland, Michigan",Michigan,Oakland,13.3,6.2
"Montgomery, Mississippi",Mississippi,Montgomery,21.3,10.7
"Kalamazoo, Michigan",Michigan,Kalamazoo,15.9,6.8
"Clare, Michigan",Michigan,Clare,23.8,12.9
"Cecil, Maryland",Maryland,Cecil,19.1,7.7
"Missaukee, Michigan",Michigan,Missaukee,21.6,10.8
"St. Mary's, Maryland",Maryland,St. Mary's,16.6,6.2
"Quitman, Mississippi",Mississippi,Quitman,25.6,12.2
"Pipestone, Minnesota",Minnesota,Pipestone,18.1,7.1
"Clinton, Michigan",Michigan,Clinton,17.2,7.5
"Baraga, Michigan",Michigan,Baraga,22.7,10.9
"Alpena, Michigan",Michigan,Alpena,20.4,10.7
"Chippewa, Minnesota",Minnesota,Chippewa,18.2,7.0
"Hubbard, Minnesota",Minnesota,Hubbard,17.5,7.4
"Franklin, Mississippi",Mississippi,Franklin,20.9,9.9
"Lawrence, Mississippi",Mississippi,Lawrence,21.2,9.5
"Waldo, Maine",Maine,Waldo,19.2,10.0
"Attala, Mississippi",Mississippi,Attala,22.0,10.4
"Calhoun, Michigan",Michigan,Calhoun,20.1,9.1
"Carlton, Minnesota",Minnesota,Carlton,19.8,6.5
"Jefferson, Mississippi",Mississippi,Jefferson,23.5,10.4
"Arenac, Michigan",Michigan,Arenac,22.2,12.1
"Monroe, Mississippi",Mississippi,Monroe,21.0,9.4
"Macomb, Michigan",Michigan,Macomb,19.3,8.5
"Otsego, Michigan",Michigan,Otsego,19.4,9.9
"Shiawassee, Michigan",Michigan,Shiawassee,19.3,9.1
"Leelanau, Michigan",Michigan,Leelanau,13.5,8.2
"Lincoln, Minnesota",Minnesota,Lincoln,17.7,7.3
"Union, Mississippi",Mississippi,Union,20.8,8.8
"Branch, Michigan",Michigan,Branch,22.3,10.2
"Pearl River, Mississippi",Mississippi,Pearl River,21.0,8.9
"Ramsey, Minnesota",Minnesota,Ramsey,15.1,5.0
"Berrien, Michigan",Michigan,Berrien,18.9,9.2
"Cook, Minnesota",Minnesota,Cook,14.7,6.7
"Howard, Maryland",Maryland,Howard,9.6,4.1
"Blue Earth, Minnesota",Minnesota,Blue Earth,16.1,5.0
"Sherburne, Minnesota",Minnesota,Sherburne,16.6,5.0
"Calvert, Maryland",Maryland,Calvert,15.5,6.2
"Benton, Mississippi",Mississippi,Benton,22.7,10.1
"Wabasha, Minnesota",Minnesota,Wabasha,17.2,6.5
"Lauderdale, Mississippi",Mississippi,Lauderdale,20.9,8.7
"Piscataquis, Maine",Maine,Piscataquis,21.6,12.5
"Wicomico, Maryland",Maryland,Wicomico,17.8,7.5
"Lenawee, Michigan",Michigan,Lenawee,19.4,8.8
"Penobscot, Maine",Maine,Penobscot,19.3,9.4
"Manistee, Michigan",Michigan,Manistee,19.4,10.4
"Midland, Michigan",Michigan,Midland,17.1,7.8
"Tunica, Mississippi",Mississippi,Tunica,20.9,8.0
"Forrest, Mississippi",Mississippi,Forrest,18.7,7.6
"Amite, Mississippi",Mississippi,Amite,21.2,11.1
"Mahnomen, Minnesota",Minnesota,Mahnomen,27.7,9.9
"Issaquena, Mississippi",Mississippi,Issaquena,27.5,11.5
"Carver, Minnesota",Minnesota,Carver,12.9,4.1
"Pope, Minnesota",Minnesota,Pope,16.6,6.7
"Bay, Michigan",Michigan,Bay,20.1,9.7
"Oscoda, Michigan",Michigan,Oscoda,22.5,12.9
"Cass, Minnesota",Minnesota,Cass,20.0,8.2
"Clay, Minnesota",Minnesota,Clay,15.6,4.9
"Winona, Minnesota",Minnesota,Winona,16.2,5.6
"Prince George's, Maryland",Maryland,Prince George's,13.3,4.8
"Tallahatchie, Mississippi",Mississippi,Tallahatchie,25.3,9.8
"Lincoln, Maine",Maine,Lincoln,17.2,9.7
"Humphreys, Mississippi",Mississippi,Humphreys,25.5,12.3
"Pine, Minnesota",Minnesota,Pine,21.7,7.7
"Chisago, Minnesota",Minnesota,Chisago,18.9,5.6
"Van Buren, Michigan",Michigan,Van Buren,21.1,9.5
"Luce, Michigan",Michigan,Luce,22.2,10.3
"Roseau, Minnesota",Minnesota,Roseau,18.5,6.4
"Kennebec, Maine",Maine,Kennebec,18.7,9.4
"Keweenaw, Michigan",Michigan,Keweenaw,15.7,10.4
"Suffolk, Massachusetts",Massachusetts,Suffolk,13.2,4.5
"Frederick, Maryland",Maryland,Frederick,12.2,5.5
"Washington, Maine",Maine,Washington,21.2,12.0
"Rock, Minnesota",Minnesota,Rock,17.3,6.4
"Otter Tail, Minnesota",Minnesota,Otter Tail,15.2,6.8
"Prentiss, Mississippi",Mississippi,Prentiss,23.5,10.9
"Holmes, Mississippi",Mississippi,Holmes,26.4,11.4
"Lac qui Parle, Minnesota",Minnesota,Lac qui Parle,16.8,7.3
"Clarke, Mississippi",Mississippi,Clarke,20.7,9.3
"Antrim, Michigan",Michigan,Antrim,18.5,10.1
"Redwood, Minnesota",Minnesota,Redwood,18.2,7.0
"Scott, Minnesota",Minnesota,Scott,14.0,4.3
"Benzie, Michigan",Michigan,Benzie,17.0,9.4
"Clearwater, Minnesota",Minnesota,Clearwater,21.7,8.1
"Beltrami, Minnesota",Minnesota,Beltrami,20.0,6.9
"Grenada, Mississippi",Mississippi,Grenada,20.4,9.0
"Waseca, Minnesota",Minnesota,Waseca,18.8,6.3
"Lake, Michigan",Michigan,Lake,23.4,14.6
"Polk, Minnesota",Minnesota,Polk,18.4,6.3
"Grant, Minnesota",Minnesota,Grant,18.3,7.4
"Montgomery, Maryland",Maryland,Montgomery,8.9,4.3
"Baltimore City, Maryland",Maryland,Baltimore City,20.8,7.2
"Oxford, Maine",Maine,Oxford,20.3,10.8
"Chippewa, Michigan",Michigan,Chippewa,23.0,9.9
"Todd, Minnesota",Minnesota,Todd,19.0,7.6
"Barnstable, Massachusetts",Massachusetts,Barnstable,12.7,7.1
"Red Lake, Minnesota",Minnesota,Red Lake,18.8,7.1
"Worcester, Maryland",Maryland,Worcester,15.3,8.1
"Freeborn, Minnesota",Minnesota,Freeborn,18.1,7.2
"Crow Wing, Minnesota",Minnesota,Crow Wing,19.2,7.0
"Smith, Mississippi",Mississippi,Smith,20.9,10.2
"Kittson, Minnesota",Minnesota,Kittson,16.7,7.0
"Baltimore, Maryland",Maryland,Baltimore,15.1,6.3
"Big Stone, Minnesota",Minnesota,Big Stone,18.4,7.8
"Sagadahoc, Maine",Maine,Sagadahoc,15.6,8.5
"Sibley, Minnesota",Minnesota,Sibley,18.1,6.3
"Eaton, Michigan",Michigan,Eaton,17.3,7.8
"Simpson, Mississippi",Mississippi,Simpson,20.8,9.3
"Schoolcraft, Michigan",Michigan,Schoolcraft,22.3,12.3
"Jasper, Mississippi",Mississippi,Jasper,21.2,9.7
"Franklin, Massachusetts",Massachusetts,Franklin,15.4,7.2
"Koochiching, Minnesota",Minnesota,Koochiching,18.4,8.1
"Mecosta, Michigan",Michigan,Mecosta,20.0,9.5
"Ottawa, Michigan",Michigan,Ottawa,15.4,6.6
"Covington, Mississippi",Mississippi,Covington,23.2,10.0
"Leake, Mississippi",Mississippi,Leake,23.6,10.0
"Presque Isle, Michigan",Michigan,Presque Isle,19.4,11.8
"Tippah, Mississippi",Mississippi,Tippah,22.1,9.9
"Iron, Michigan",Michigan,Iron,20.2,12.2
"Caroline, Maryland",Maryland,Caroline,19.7,8.8
"Isabella, Michigan",Michigan,Isabella,19.9,8.1
"Jackson, Mississippi",Mississippi,Jackson,18.7,7.4
"Sanilac, Michigan",Michigan,Sanilac,21.0,10.9
"Washtenaw, Michigan",Michigan,Washtenaw,13.1,5.5
"Plymouth, Massachusetts",Massachusetts,Plymouth,15.4,6.3
"Becker, Minnesota",Minnesota,Becker,18.2,7.0
"St. Louis, Minnesota",Minnesota,St. Louis,17.9,6.4
"Cass, Michigan",Michigan,Cass,20.6,9.6
"Anne Arundel, Maryland",Maryland,Anne Arundel,15.0,5.6
"Benton, Minnesota",Minnesota,Benton,18.8,5.7
"Clay, Mississippi",Mississippi,Clay,20.6,9.8
"Lake, Minnesota",Minnesota,Lake,16.3,6.8
"Kanabec, Minnesota",Minnesota,Kanabec,20.3,7.5
"Rankin, Mississippi",Mississippi,Rankin,17.5,6.6
"Essex, Massachusetts",Massachusetts,Essex,13.5,5.5
"Saginaw, Michigan",Michigan,Saginaw,20.1,9.1
"Jackson, Minnesota",Minnesota,Jackson,17.0,6.6
"St. Clair, Michigan",Michigan,St. Clair,20.4,9.6
"Nantucket, Massachusetts",Massachusetts,Nantucket,12.8,4.8
"Pontotoc, Mississippi",Mississippi,Pontotoc,20.9,8.9
"Ionia, Michigan",Michigan,Ionia,21.2,8.6
"Hancock, Maine",Maine,Hancock,16.6,9.1
"Pennington, Minnesota",Minnesota,Pennington,17.9,6.4
"Alger, Michigan",Michigan,Alger,20.7,10.7
"Lincoln, Mississippi",Mississippi,Lincoln,19.8,8.9
