,State_County,State,County,Days_with_AQI,Good_Days,Moderate_Days,Unhealthy_for_Sensitive_Groups_Days,Unhealthy_Days,Very_Unhealthy_Days,Hazardous_Days
786,South Carolina,Charleston,722.0,551.0,170.0,1.0,0.0,0.0,0.0,"South Carolina, Charleston"
787,South Carolina,Chesterfield,725.0,575.0,150.0,0.0,0.0,0.0,0.0,"South Carolina, Chesterfield"
788,South Carolina,Colleton,354.0,334.0,20.0,0.0,0.0,0.0,0.0,"South Carolina, Colleton"
789,South Carolina,Darlington,570.0,494.0,76.0,0.0,0.0,0.0,0.0,"South Carolina, Darlington"
790,South Carolina,Edgefield,728.0,606.0,122.0,0.0,0.0,0.0,0.0,"South Carolina, Edgefield"
791,South Carolina,Florence,477.0,403.0,74.0,0.0,0.0,0.0,0.0,"South Carolina, Florence"
792,South Carolina,Georgetown,457.0,442.0,15.0,0.0,0.0,0.0,0.0,"South Carolina, Georgetown"
793,South Carolina,Greenville,730.0,430.0,298.0,2.0,0.0,0.0,0.0,"South Carolina, Greenville"
794,South Carolina,Horry,408.0,348.0,60.0,0.0,0.0,0.0,0.0,"South Carolina, Horry"
795,South Carolina,Lexington,730.0,544.0,186.0,0.0,0.0,0.0,0.0,"South Carolina, Lexington"
796,South Carolina,Oconee,676.0,567.0,107.0,2.0,0.0,0.0,0.0,"South Carolina, Oconee"
797,South Carolina,Pickens,600.0,484.0,115.0,1.0,0.0,0.0,0.0,"South Carolina, Pickens"
798,South Carolina,Richland,730.0,521.0,206.0,3.0,0.0,0.0,0.0,"South Carolina, Richland"
799,South Carolina,Spartanburg,721.0,467.0,251.0,3.0,0.0,0.0,0.0,"South Carolina, Spartanburg"
800,South Carolina,York,653.0,534.0,111.0,8.0,0.0,0.0,0.0,"South Carolina, York"
801,South Dakota,Brookings,724.0,610.0,108.0,6.0,0.0,0.0,0.0,"South Dakota, Brookings"
802,South Dakota,Brown,244.0,215.0,29.0,0.0,0.0,0.0,0.0,"South Dakota, Brown"
803,South Dakota,Codington,724.0,653.0,70.0,1.0,0.0,0.0,0.0,"South Dakota, Codington"
804,South Dakota,Custer,727.0,689.0,34.0,1.0,2.0,0.0,1.0,"South Dakota, Custer"
805,South Dakota,Hughes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"South Dakota, Hughes"
806,South Dakota,Jackson,730.0,706.0,24.0,0.0,0.0,0.0,0.0,"South Dakota, Jackson"
807,South Dakota,Meade,726.0,709.0,17.0,0.0,0.0,0.0,0.0,"South Dakota, Meade"
808,South Dakota,Minnehaha,730.0,594.0,134.0,2.0,0.0,0.0,0.0,"South Dakota, Minnehaha"
809,South Dakota,Pennington,726.0,573.0,149.0,4.0,0.0,0.0,0.0,"South Dakota, Pennington"
810,South Dakota,Union,729.0,610.0,118.0,1.0,0.0,0.0,0.0,"South Dakota, Union"
811,Tennessee,Anderson,476.0,381.0,93.0,2.0,0.0,0.0,0.0,"Tennessee, Anderson"
812,Tennessee,Blount,730.0,593.0,134.0,3.0,0.0,0.0,0.0,"Tennessee, Blount"
813,Tennessee,Claiborne,706.0,661.0,45.0,0.0,0.0,0.0,0.0,"Tennessee, Claiborne"
814,Tennessee,Davidson,730.0,468.0,261.0,1.0,0.0,0.0,0.0,"Tennessee, Davidson"
815,Tennessee,DeKalb,699.0,629.0,70.0,0.0,0.0,0.0,0.0,"Tennessee, DeKalb"
816,Tennessee,Dyer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Tennessee, Dyer"
817,Tennessee,Hamilton,728.0,454.0,271.0,3.0,0.0,0.0,0.0,"Tennessee, Hamilton"
818,Tennessee,Jefferson,473.0,387.0,84.0,2.0,0.0,0.0,0.0,"Tennessee, Jefferson"
819,Tennessee,Knox,685.0,529.0,154.0,2.0,0.0,0.0,0.0,"Tennessee, Knox"
820,Tennessee,Lawrence,391.0,350.0,41.0,0.0,0.0,0.0,0.0,"Tennessee, Lawrence"
821,Tennessee,Loudon,605.0,516.0,88.0,1.0,0.0,0.0,0.0,"Tennessee, Loudon"
822,Tennessee,Madison,414.0,382.0,32.0,0.0,0.0,0.0,0.0,"Tennessee, Madison"
823,Tennessee,Maury,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Tennessee, Maury"
824,Tennessee,McMinn,712.0,671.0,41.0,0.0,0.0,0.0,0.0,"Tennessee, McMinn"
825,Tennessee,Montgomery,424.0,384.0,40.0,0.0,0.0,0.0,0.0,"Tennessee, Montgomery"
826,Tennessee,Putnam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Tennessee, Putnam"
827,Tennessee,Roane,710.0,637.0,72.0,0.0,1.0,0.0,0.0,"Tennessee, Roane"
828,Tennessee,Sevier,729.0,526.0,198.0,5.0,0.0,0.0,0.0,"Tennessee, Sevier"
829,Tennessee,Shelby,730.0,430.0,292.0,8.0,0.0,0.0,0.0,"Tennessee, Shelby"
830,Tennessee,Sullivan,727.0,616.0,109.0,2.0,0.0,0.0,0.0,"Tennessee, Sullivan"
831,Tennessee,Sumner,602.0,472.0,127.0,3.0,0.0,0.0,0.0,"Tennessee, Sumner"
832,Tennessee,Williamson,486.0,423.0,62.0,1.0,0.0,0.0,0.0,"Tennessee, Williamson"
833,Tennessee,Wilson,469.0,403.0,66.0,0.0,0.0,0.0,0.0,"Tennessee, Wilson"
834,Texas,Bell,566.0,465.0,97.0,4.0,0.0,0.0,0.0,"Texas, Bell"
835,Texas,Bexar,730.0,408.0,308.0,12.0,2.0,0.0,0.0,"Texas, Bexar"
836,Texas,Bowie,406.0,292.0,113.0,1.0,0.0,0.0,0.0,"Texas, Bowie"
837,Texas,Brazoria,730.0,633.0,79.0,12.0,6.0,0.0,0.0,"Texas, Brazoria"
838,Texas,Brewster,723.0,621.0,101.0,1.0,0.0,0.0,0.0,"Texas, Brewster"
839,Texas,Cameron,730.0,475.0,255.0,0.0,0.0,0.0,0.0,"Texas, Cameron"
840,Texas,Collin,725.0,587.0,116.0,21.0,1.0,0.0,0.0,"Texas, Collin"
841,Texas,Culberson,287.0,269.0,16.0,2.0,0.0,0.0,0.0,"Texas, Culberson"
842,Texas,Dallas,730.0,433.0,268.0,25.0,4.0,0.0,0.0,"Texas, Dallas"
843,Texas,Denton,730.0,507.0,182.0,38.0,3.0,0.0,0.0,"Texas, Denton"
844,Texas,Ector,719.0,650.0,69.0,0.0,0.0,0.0,0.0,"Texas, Ector"
845,Texas,El Paso,730.0,288.0,418.0,22.0,2.0,0.0,0.0,"Texas, El Paso"
846,Texas,Ellis,730.0,532.0,186.0,12.0,0.0,0.0,0.0,"Texas, Ellis"
847,Texas,Galveston,720.0,552.0,154.0,14.0,0.0,0.0,0.0,"Texas, Galveston"
848,Texas,Gregg,727.0,640.0,80.0,7.0,0.0,0.0,0.0,"Texas, Gregg"
849,Texas,Harris,730.0,300.0,374.0,41.0,12.0,3.0,0.0,"Texas, Harris"
850,Texas,Harrison,723.0,584.0,137.0,2.0,0.0,0.0,0.0,"Texas, Harrison"
851,Texas,Hidalgo,730.0,477.0,251.0,2.0,0.0,0.0,0.0,"Texas, Hidalgo"
852,Texas,Hood,721.0,621.0,85.0,14.0,1.0,0.0,0.0,"Texas, Hood"
853,Texas,Hunt,729.0,664.0,65.0,0.0,0.0,0.0,0.0,"Texas, Hunt"
854,Texas,Jefferson,730.0,487.0,227.0,16.0,0.0,0.0,0.0,"Texas, Jefferson"
855,Texas,Johnson,714.0,589.0,104.0,20.0,1.0,0.0,0.0,"Texas, Johnson"
856,Texas,Kaufman,730.0,580.0,148.0,2.0,0.0,0.0,0.0,"Texas, Kaufman"
857,Texas,Kleberg,606.0,453.0,153.0,0.0,0.0,0.0,0.0,"Texas, Kleberg"
858,Texas,Lubbock,670.0,629.0,39.0,2.0,0.0,0.0,0.0,"Texas, Lubbock"
859,Texas,Maverick,684.0,564.0,119.0,1.0,0.0,0.0,0.0,"Texas, Maverick"
860,Texas,McLennan,730.0,583.0,142.0,5.0,0.0,0.0,0.0,"Texas, McLennan"
861,Texas,Montgomery,730.0,539.0,186.0,5.0,0.0,0.0,0.0,"Texas, Montgomery"
862,Texas,Navarro,559.0,442.0,117.0,0.0,0.0,0.0,0.0,"Texas, Navarro"
863,Texas,Nueces,730.0,514.0,213.0,3.0,0.0,0.0,0.0,"Texas, Nueces"
864,Texas,Orange,730.0,612.0,112.0,4.0,2.0,0.0,0.0,"Texas, Orange"
865,Texas,Parker,726.0,603.0,110.0,12.0,1.0,0.0,0.0,"Texas, Parker"
866,Texas,Polk,688.0,630.0,55.0,3.0,0.0,0.0,0.0,"Texas, Polk"
867,Texas,Potter,703.0,686.0,17.0,0.0,0.0,0.0,0.0,"Texas, Potter"
868,Texas,Randall,715.0,595.0,118.0,2.0,0.0,0.0,0.0,"Texas, Randall"
869,Texas,Rockwall,684.0,594.0,83.0,5.0,2.0,0.0,0.0,"Texas, Rockwall"
870,Texas,Smith,728.0,623.0,99.0,6.0,0.0,0.0,0.0,"Texas, Smith"
871,Texas,Tarrant,730.0,431.0,250.0,39.0,10.0,0.0,0.0,"Texas, Tarrant"
872,Texas,Travis,730.0,491.0,232.0,7.0,0.0,0.0,0.0,"Texas, Travis"
873,Texas,Victoria,692.0,643.0,47.0,2.0,0.0,0.0,0.0,"Texas, Victoria"
874,Texas,Webb,730.0,515.0,214.0,1.0,0.0,0.0,0.0,"Texas, Webb"
875,Utah,Box Elder,603.0,451.0,145.0,7.0,0.0,0.0,0.0,"Utah, Box Elder"
876,Utah,Cache,730.0,455.0,233.0,38.0,4.0,0.0,0.0,"Utah, Cache"
877,Utah,Carbon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Utah, Carbon"
878,Utah,Davis,724.0,540.0,166.0,17.0,1.0,0.0,0.0,"Utah, Davis"
879,Utah,Duchesne,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Utah, Duchesne"
880,Utah,Garfield,417.0,373.0,44.0,0.0,0.0,0.0,0.0,"Utah, Garfield"
881,Utah,Iron,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Utah, Iron"
882,Utah,Salt Lake,730.0,332.0,345.0,48.0,5.0,0.0,0.0,"Utah, Salt Lake"
883,Utah,San Juan,702.0,515.0,185.0,2.0,0.0,0.0,0.0,"Utah, San Juan"
884,Utah,Tooele,730.0,526.0,192.0,11.0,1.0,0.0,0.0,"Utah, Tooele"
885,Utah,Uintah,619.0,400.0,200.0,13.0,5.0,1.0,0.0,"Utah, Uintah"
886,Utah,Utah,730.0,452.0,255.0,18.0,5.0,0.0,0.0,"Utah, Utah"
887,Utah,Washington,719.0,534.0,182.0,3.0,0.0,0.0,0.0,"Utah, Washington"
888,Utah,Wayne,223.0,222.0,1.0,0.0,0.0,0.0,0.0,"Utah, Wayne"
889,Utah,Weber,673.0,400.0,255.0,17.0,1.0,0.0,0.0,"Utah, Weber"
890,Vermont,Bennington,724.0,651.0,70.0,3.0,0.0,0.0,0.0,"Vermont, Bennington"
891,Vermont,Chittenden,730.0,636.0,94.0,0.0,0.0,0.0,0.0,"Vermont, Chittenden"
892,Vermont,Rutland,730.0,603.0,125.0,2.0,0.0,0.0,0.0,"Vermont, Rutland"
893,Vermont,Windham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Vermont, Windham"
894,Virgin Islands,St Croix,300.0,268.0,32.0,0.0,0.0,0.0,0.0,"Virgin Islands, St Croix"
895,Virgin Islands,St John,216.0,198.0,17.0,1.0,0.0,0.0,0.0,"Virgin Islands, St John"
896,Virgin Islands,St Thomas,380.0,328.0,52.0,0.0,0.0,0.0,0.0,"Virgin Islands, St Thomas"
897,Virginia,Albemarle,546.0,483.0,63.0,0.0,0.0,0.0,0.0,"Virginia, Albemarle"
898,Virginia,Alexandria City,474.0,442.0,32.0,0.0,0.0,0.0,0.0,"Virginia, Alexandria City"
899,Virginia,Arlington,730.0,605.0,121.0,4.0,0.0,0.0,0.0,"Virginia, Arlington"
900,Virginia,Bristol City,235.0,203.0,32.0,0.0,0.0,0.0,0.0,"Virginia, Bristol City"
901,Virginia,Caroline,446.0,412.0,34.0,0.0,0.0,0.0,0.0,"Virginia, Caroline"
902,Virginia,Carroll,108.0,108.0,0.0,0.0,0.0,0.0,0.0,"Virginia, Carroll"
903,Virginia,Charles,721.0,648.0,73.0,0.0,0.0,0.0,0.0,"Virginia, Charles"
904,Virginia,Chesterfield,539.0,459.0,80.0,0.0,0.0,0.0,0.0,"Virginia, Chesterfield"
905,Virginia,Fairfax,730.0,494.0,229.0,7.0,0.0,0.0,0.0,"Virginia, Fairfax"
906,Virginia,Fauquier,446.0,425.0,21.0,0.0,0.0,0.0,0.0,"Virginia, Fauquier"
907,Virginia,Frederick,626.0,535.0,90.0,1.0,0.0,0.0,0.0,"Virginia, Frederick"
908,Virginia,Giles,667.0,597.0,70.0,0.0,0.0,0.0,0.0,"Virginia, Giles"
909,Virginia,Hampton City,463.0,420.0,43.0,0.0,0.0,0.0,0.0,"Virginia, Hampton City"
910,Virginia,Hanover,457.0,392.0,64.0,1.0,0.0,0.0,0.0,"Virginia, Hanover"
911,Virginia,Henrico,728.0,584.0,143.0,1.0,0.0,0.0,0.0,"Virginia, Henrico"
912,Virginia,Hopewell City,116.0,116.0,0.0,0.0,0.0,0.0,0.0,"Virginia, Hopewell City"
913,Virginia,Loudoun,699.0,598.0,100.0,1.0,0.0,0.0,0.0,"Virginia, Loudoun"
914,Virginia,Lynchburg City,230.0,209.0,21.0,0.0,0.0,0.0,0.0,"Virginia, Lynchburg City"
915,Virginia,Madison,723.0,653.0,68.0,2.0,0.0,0.0,0.0,"Virginia, Madison"
916,Virginia,Norfolk City,666.0,629.0,37.0,0.0,0.0,0.0,0.0,"Virginia, Norfolk City"
917,Virginia,Prince Edward,712.0,678.0,34.0,0.0,0.0,0.0,0.0,"Virginia, Prince Edward"
918,Virginia,Prince William,727.0,678.0,49.0,0.0,0.0,0.0,0.0,"Virginia, Prince William"
919,Virginia,Richmond City,727.0,669.0,58.0,0.0,0.0,0.0,0.0,"Virginia, Richmond City"
920,Virginia,Roanoke,730.0,665.0,65.0,0.0,0.0,0.0,0.0,"Virginia, Roanoke"
921,Virginia,Rockbridge,537.0,502.0,35.0,0.0,0.0,0.0,0.0,"Virginia, Rockbridge"
922,Virginia,Rockingham,728.0,663.0,64.0,1.0,0.0,0.0,0.0,"Virginia, Rockingham"
923,Virginia,Salem City,239.0,205.0,34.0,0.0,0.0,0.0,0.0,"Virginia, Salem City"
924,Virginia,Stafford,474.0,437.0,37.0,0.0,0.0,0.0,0.0,"Virginia, Stafford"
925,Virginia,Suffolk City,459.0,400.0,59.0,0.0,0.0,0.0,0.0,"Virginia, Suffolk City"
926,Virginia,Virginia Beach City,463.0,367.0,96.0,0.0,0.0,0.0,0.0,"Virginia, Virginia Beach City"
927,Virginia,Winchester City,114.0,114.0,0.0,0.0,0.0,0.0,0.0,"Virginia, Winchester City"
928,Virginia,Wythe,456.0,427.0,29.0,0.0,0.0,0.0,0.0,"Virginia, Wythe"
929,Washington,Adams,725.0,714.0,11.0,0.0,0.0,0.0,0.0,"Washington, Adams"
930,Washington,Asotin,713.0,590.0,122.0,1.0,0.0,0.0,0.0,"Washington, Asotin"
931,Washington,Benton,726.0,627.0,98.0,0.0,1.0,0.0,0.0,"Washington, Benton"
932,Washington,Chelan,730.0,568.0,161.0,1.0,0.0,0.0,0.0,"Washington, Chelan"
933,Washington,Clallam,729.0,645.0,84.0,0.0,0.0,0.0,0.0,"Washington, Clallam"
934,Washington,Clark,729.0,576.0,143.0,9.0,1.0,0.0,0.0,"Washington, Clark"
935,Washington,Columbia,726.0,694.0,32.0,0.0,0.0,0.0,0.0,"Washington, Columbia"
936,Washington,Cowlitz,708.0,661.0,47.0,0.0,0.0,0.0,0.0,"Washington, Cowlitz"
937,Washington,Franklin,698.0,665.0,33.0,0.0,0.0,0.0,0.0,"Washington, Franklin"
938,Washington,Garfield,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Washington, Garfield"
939,Washington,Grant,727.0,685.0,42.0,0.0,0.0,0.0,0.0,"Washington, Grant"
940,Washington,Grays Harbor,717.0,666.0,51.0,0.0,0.0,0.0,0.0,"Washington, Grays Harbor"
941,Washington,Jefferson,729.0,689.0,40.0,0.0,0.0,0.0,0.0,"Washington, Jefferson"
942,Washington,King,730.0,443.0,276.0,10.0,1.0,0.0,0.0,"Washington, King"
943,Washington,Kitsap,696.0,631.0,61.0,4.0,0.0,0.0,0.0,"Washington, Kitsap"
944,Washington,Kittitas,728.0,608.0,120.0,0.0,0.0,0.0,0.0,"Washington, Kittitas"
945,Washington,Klickitat,487.0,458.0,29.0,0.0,0.0,0.0,0.0,"Washington, Klickitat"
946,Washington,Lewis,485.0,462.0,23.0,0.0,0.0,0.0,0.0,"Washington, Lewis"
947,Washington,Mason,721.0,656.0,65.0,0.0,0.0,0.0,0.0,"Washington, Mason"
948,Washington,Okanogan,729.0,509.0,220.0,0.0,0.0,0.0,0.0,"Washington, Okanogan"
949,Washington,Pierce,730.0,543.0,177.0,9.0,1.0,0.0,0.0,"Washington, Pierce"
950,Washington,San Juan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Washington, San Juan"
951,Washington,Skagit,729.0,717.0,12.0,0.0,0.0,0.0,0.0,"Washington, Skagit"
952,Washington,Snohomish,729.0,520.0,195.0,14.0,0.0,0.0,0.0,"Washington, Snohomish"
953,Washington,Spokane,730.0,586.0,143.0,1.0,0.0,0.0,0.0,"Washington, Spokane"
954,Washington,Stevens,730.0,540.0,189.0,1.0,0.0,0.0,0.0,"Washington, Stevens"
955,Washington,Thurston,729.0,625.0,102.0,2.0,0.0,0.0,0.0,"Washington, Thurston"
956,Washington,Walla Walla,730.0,640.0,90.0,0.0,0.0,0.0,0.0,"Washington, Walla Walla"
957,Washington,Whatcom,728.0,682.0,46.0,0.0,0.0,0.0,0.0,"Washington, Whatcom"
958,Washington,Whitman,730.0,708.0,22.0,0.0,0.0,0.0,0.0,"Washington, Whitman"
959,Washington,Yakima,730.0,494.0,216.0,19.0,1.0,0.0,0.0,"Washington, Yakima"
960,West Virginia,Berkeley,541.0,438.0,101.0,2.0,0.0,0.0,0.0,"West Virginia, Berkeley"
961,West Virginia,Brooke,725.0,635.0,87.0,3.0,0.0,0.0,0.0,"West Virginia, Brooke"
962,West Virginia,Cabell,536.0,448.0,88.0,0.0,0.0,0.0,0.0,"West Virginia, Cabell"
963,West Virginia,Gilmer,694.0,682.0,12.0,0.0,0.0,0.0,0.0,"West Virginia, Gilmer"
964,West Virginia,Greenbrier,451.0,411.0,40.0,0.0,0.0,0.0,0.0,"West Virginia, Greenbrier"
965,West Virginia,Hancock,668.0,557.0,110.0,1.0,0.0,0.0,0.0,"West Virginia, Hancock"
966,West Virginia,Harrison,229.0,171.0,58.0,0.0,0.0,0.0,0.0,"West Virginia, Harrison"
967,West Virginia,Kanawha,730.0,494.0,236.0,0.0,0.0,0.0,0.0,"West Virginia, Kanawha"
968,West Virginia,Marion,220.0,156.0,64.0,0.0,0.0,0.0,0.0,"West Virginia, Marion"
969,West Virginia,Marshall,483.0,278.0,205.0,0.0,0.0,0.0,0.0,"West Virginia, Marshall"
970,West Virginia,Monongalia,638.0,483.0,155.0,0.0,0.0,0.0,0.0,"West Virginia, Monongalia"
971,West Virginia,Ohio,545.0,422.0,118.0,5.0,0.0,0.0,0.0,"West Virginia, Ohio"
972,West Virginia,Tucker,691.0,655.0,36.0,0.0,0.0,0.0,0.0,"West Virginia, Tucker"
973,West Virginia,Wood,630.0,450.0,180.0,0.0,0.0,0.0,0.0,"West Virginia, Wood"
974,Wisconsin,Ashland,694.0,663.0,31.0,0.0,0.0,0.0,0.0,"Wisconsin, Ashland"
975,Wisconsin,Brown,722.0,546.0,168.0,8.0,0.0,0.0,0.0,"Wisconsin, Brown"
976,Wisconsin,Columbia,389.0,357.0,32.0,0.0,0.0,0.0,0.0,"Wisconsin, Columbia"
977,Wisconsin,Dane,730.0,519.0,206.0,5.0,0.0,0.0,0.0,"Wisconsin, Dane"
978,Wisconsin,Dodge,719.0,585.0,132.0,2.0,0.0,0.0,0.0,"Wisconsin, Dodge"
979,Wisconsin,Door,393.0,357.0,31.0,5.0,0.0,0.0,0.0,"Wisconsin, Door"
980,Wisconsin,Eau Claire,402.0,338.0,64.0,0.0,0.0,0.0,0.0,"Wisconsin, Eau Claire"
981,Wisconsin,Fond du Lac,404.0,371.0,33.0,0.0,0.0,0.0,0.0,"Wisconsin, Fond du Lac"
982,Wisconsin,Forest,721.0,677.0,44.0,0.0,0.0,0.0,0.0,"Wisconsin, Forest"
983,Wisconsin,Grant,487.0,384.0,100.0,3.0,0.0,0.0,0.0,"Wisconsin, Grant"
984,Wisconsin,Jefferson,383.0,340.0,42.0,1.0,0.0,0.0,0.0,"Wisconsin, Jefferson"
985,Wisconsin,Kenosha,632.0,496.0,128.0,7.0,1.0,0.0,0.0,"Wisconsin, Kenosha"
986,Wisconsin,Kewaunee,404.0,367.0,33.0,4.0,0.0,0.0,0.0,"Wisconsin, Kewaunee"
987,Wisconsin,La Crosse,682.0,574.0,106.0,2.0,0.0,0.0,0.0,"Wisconsin, La Crosse"
988,Wisconsin,Manitowoc,449.0,382.0,62.0,4.0,1.0,0.0,0.0,"Wisconsin, Manitowoc"
989,Wisconsin,Marathon,422.0,396.0,26.0,0.0,0.0,0.0,0.0,"Wisconsin, Marathon"
990,Wisconsin,Milwaukee,730.0,554.0,165.0,10.0,1.0,0.0,0.0,"Wisconsin, Milwaukee"
991,Wisconsin,Outagamie,728.0,554.0,166.0,8.0,0.0,0.0,0.0,"Wisconsin, Outagamie"
992,Wisconsin,Ozaukee,615.0,508.0,101.0,5.0,1.0,0.0,0.0,"Wisconsin, Ozaukee"
993,Wisconsin,Racine,380.0,328.0,47.0,4.0,1.0,0.0,0.0,"Wisconsin, Racine"
994,Wisconsin,Rock,395.0,348.0,47.0,0.0,0.0,0.0,0.0,"Wisconsin, Rock"
995,Wisconsin,Sauk,678.0,571.0,103.0,4.0,0.0,0.0,0.0,"Wisconsin, Sauk"
996,Wisconsin,Sheboygan,401.0,347.0,48.0,5.0,1.0,0.0,0.0,"Wisconsin, Sheboygan"
997,Wisconsin,Taylor,724.0,637.0,87.0,0.0,0.0,0.0,0.0,"Wisconsin, Taylor"
998,Wisconsin,Vilas,584.0,541.0,43.0,0.0,0.0,0.0,0.0,"Wisconsin, Vilas"
999,Wisconsin,Walworth,406.0,349.0,54.0,3.0,0.0,0.0,0.0,"Wisconsin, Walworth"
1000,Wisconsin,Waukesha,682.0,531.0,148.0,3.0,0.0,0.0,0.0,"Wisconsin, Waukesha"
1001,Wyoming,Albany,730.0,512.0,217.0,0.0,1.0,0.0,0.0,"Wyoming, Albany"
1002,Wyoming,Big Horn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Wyoming, Big Horn"
1003,Wyoming,Campbell,730.0,554.0,174.0,2.0,0.0,0.0,0.0,"Wyoming, Campbell"
1004,Wyoming,Carbon,525.0,484.0,40.0,1.0,0.0,0.0,0.0,"Wyoming, Carbon"
1005,Wyoming,Converse,705.0,632.0,72.0,1.0,0.0,0.0,0.0,"Wyoming, Converse"
1006,Wyoming,Fremont,729.0,559.0,159.0,9.0,2.0,0.0,0.0,"Wyoming, Fremont"
1007,Wyoming,Johnson,486.0,467.0,19.0,0.0,0.0,0.0,0.0,"Wyoming, Johnson"
1008,Wyoming,Laramie,486.0,425.0,61.0,0.0,0.0,0.0,0.0,"Wyoming, Laramie"
1009,Wyoming,Lincoln,730.0,679.0,49.0,2.0,0.0,0.0,0.0,"Wyoming, Lincoln"
1010,Wyoming,Natrona,483.0,446.0,37.0,0.0,0.0,0.0,0.0,"Wyoming, Natrona"
1011,Wyoming,Park,429.0,416.0,13.0,0.0,0.0,0.0,0.0,"Wyoming, Park"
1012,Wyoming,Platte,121.0,113.0,7.0,1.0,0.0,0.0,0.0,"Wyoming, Platte"
1013,Wyoming,Sheridan,728.0,662.0,65.0,1.0,0.0,0.0,0.0,"Wyoming, Sheridan"
1014,Wyoming,Sublette,730.0,543.0,176.0,8.0,3.0,0.0,0.0,"Wyoming, Sublette"
1015,Wyoming,Sweetwater,730.0,542.0,183.0,4.0,1.0,0.0,0.0,"Wyoming, Sweetwater"
1016,Wyoming,Teton,730.0,653.0,75.0,1.0,1.0,0.0,0.0,"Wyoming, Teton"
1017,Wyoming,Uinta,730.0,656.0,73.0,1.0,0.0,0.0,0.0,"Wyoming, Uinta"
1018,Wyoming,Weston,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Wyoming, Weston"
