State_County,StateDesc,LocationName,Levels_Smokers,Levels_COPD,Low CL COPD,High CL COPD
"New Mexico, Grant",New Mexico,Grant,13.2,6.7,5.8,7.6
"North Carolina, Richmond",North Carolina,Richmond,24.4,10.7,9.5,11.9
"Ohio, Clermont",Ohio,Clermont,22.6,9.0,7.5,10.4
"North Carolina, Greene",North Carolina,Greene,23.4,9.4,8.4,10.4
"New Mexico, Lincoln",New Mexico,Lincoln,13.8,6.8,5.9,8.0
"North Carolina, Guilford",North Carolina,Guilford,18.2,6.9,6.0,7.9
"North Carolina, Columbus",North Carolina,Columbus,23.3,10.8,9.6,11.9
"New York, Washington",New York,Washington,19.1,9.4,8.0,10.9
"New York, Wyoming",New York,Wyoming,19.6,8.7,7.5,9.9
"New York, Erie",New York,Erie,16.9,7.7,6.6,8.9
"North Carolina, Caldwell",North Carolina,Caldwell,22.8,10.4,8.9,11.9
"North Carolina, Graham",North Carolina,Graham,22.7,11.5,10.0,13.2
"New York, Wayne",New York,Wayne,18.3,8.8,7.5,10.3
"North Dakota, Towner",North Dakota,Towner,18.1,8.3,7.1,9.6
"Ohio, Clark",Ohio,Clark,23.5,10.8,9.3,12.2
"New Mexico, Bernalillo",New Mexico,Bernalillo,14.6,4.9,4.4,5.6
"Ohio, Crawford",Ohio,Crawford,24.4,11.4,9.9,12.9
"North Carolina, Vance",North Carolina,Vance,23.2,10.3,9.2,11.4
"New York, Hamilton",New York,Hamilton,19.6,12.2,10.1,14.2
"North Carolina, Perquimans",North Carolina,Perquimans,19.3,10.2,8.9,11.7
"North Dakota, Eddy",North Dakota,Eddy,16.7,7.4,6.2,8.8
"North Carolina, Transylvania",North Carolina,Transylvania,17.5,9.8,8.0,11.7
"New York, Livingston",New York,Livingston,17.4,8.0,6.8,9.3
"New York, Madison",New York,Madison,17.7,8.1,6.8,9.4
"Ohio, Fairfield",Ohio,Fairfield,20.4,8.6,7.3,9.9
"North Carolina, Watauga",North Carolina,Watauga,16.9,7.4,6.3,8.7
"North Dakota, Rolette",North Dakota,Rolette,30.7,10.0,8.9,11.3
"North Carolina, Gaston",North Carolina,Gaston,20.8,8.6,7.4,9.8
"Ohio, Henry",Ohio,Henry,20.6,9.0,7.8,10.2
"New Mexico, San Juan",New Mexico,San Juan,21.9,7.8,7.1,8.6
"North Carolina, Yancey",North Carolina,Yancey,20.2,10.6,8.9,12.4
"New Mexico, Taos",New Mexico,Taos,12.8,6.3,5.5,7.1
"Ohio, Allen",Ohio,Allen,21.6,9.7,8.4,11.0
"North Carolina, Halifax",North Carolina,Halifax,24.7,11.7,10.5,12.9
"New York, Tioga",New York,Tioga,18.6,8.9,7.4,10.4
"Ohio, Franklin",Ohio,Franklin,20.5,6.9,6.0,7.9
"New York, Saratoga",New York,Saratoga,14.5,6.7,5.5,8.1
"North Carolina, Bladen",North Carolina,Bladen,22.8,10.9,9.8,12.2
"New York, Genesee",New York,Genesee,18.1,8.5,7.3,9.9
"New York, Greene",New York,Greene,18.6,9.5,8.1,11.0
"North Carolina, Rowan",North Carolina,Rowan,20.1,8.8,7.7,10.1
"North Carolina, Pasquotank",North Carolina,Pasquotank,20.4,8.2,7.2,9.2
"North Carolina, Person",North Carolina,Person,21.1,9.4,8.3,10.6
"North Dakota, Hettinger",North Dakota,Hettinger,18.9,7.8,6.7,9.0
"New York, Sullivan",New York,Sullivan,18.2,8.3,7.0,9.5
"North Carolina, Camden",North Carolina,Camden,20.4,8.3,7.3,9.5
"Ohio, Adams",Ohio,Adams,29.0,13.9,12.0,15.8
"North Carolina, Harnett",North Carolina,Harnett,19.9,7.2,6.4,8.1
"New Mexico, Sierra",New Mexico,Sierra,16.5,9.9,8.4,11.3
"Ohio, Guernsey",Ohio,Guernsey,24.9,12.2,10.6,14.1
"North Carolina, Henderson",North Carolina,Henderson,16.3,8.1,6.7,9.6
"New Mexico, Mora",New Mexico,Mora,12.8,6.2,5.5,7.0
"North Dakota, Cavalier",North Dakota,Cavalier,15.9,7.5,6.4,8.8
"North Carolina, Randolph",North Carolina,Randolph,21.2,9.5,8.3,10.8
"Ohio, Cuyahoga",Ohio,Cuyahoga,20.7,8.6,7.5,9.8
"North Dakota, LaMoure",North Dakota,LaMoure,17.0,8.5,6.9,10.2
"New Mexico, Los Alamos",New Mexico,Los Alamos,9.0,3.7,3.1,4.3
"New York, Franklin",New York,Franklin,21.4,9.3,8.1,10.6
"Ohio, Champaign",Ohio,Champaign,22.4,9.9,8.6,11.2
"New York, Dutchess",New York,Dutchess,15.2,6.7,5.7,7.7
"North Carolina, Wayne",North Carolina,Wayne,20.5,8.6,7.7,9.7
"North Carolina, Stokes",North Carolina,Stokes,21.7,10.1,8.7,11.7
"Ohio, Geauga",Ohio,Geauga,17.7,8.8,7.1,10.6
"North Carolina, Rockingham",North Carolina,Rockingham,21.8,10.3,9.0,11.6
"Ohio, Erie",Ohio,Erie,21.5,9.8,8.5,11.2
"New York, Warren",New York,Warren,15.7,8.2,6.9,9.7
"New York, Delaware",New York,Delaware,18.5,9.7,8.3,11.3
"North Dakota, Grant",North Dakota,Grant,17.8,9.1,7.6,10.8
"North Carolina, Davidson",North Carolina,Davidson,21.6,9.4,8.1,10.9
"New York, Seneca",New York,Seneca,19.9,9.1,7.7,10.7
"New York, Cortland",New York,Cortland,17.7,7.9,6.7,9.2
"North Dakota, Sheridan",North Dakota,Sheridan,17.3,9.5,8.0,11.2
"North Carolina, Alleghany",North Carolina,Alleghany,21.9,12.4,10.6,14.5
"North Carolina, Northampton",North Carolina,Northampton,22.4,11.6,10.3,12.9
"North Carolina, Currituck",North Carolina,Currituck,18.8,7.8,6.6,9.0
"North Dakota, McLean",North Dakota,McLean,17.2,7.2,6.1,8.4
"New Hampshire, Sullivan",New Hampshire,Sullivan,18.3,8.3,6.9,9.7
"New York, Rockland",New York,Rockland,13.0,6.3,5.4,7.3
"North Carolina, Cumberland",North Carolina,Cumberland,19.1,6.6,5.9,7.2
"New Mexico, Torrance",New Mexico,Torrance,17.8,7.7,6.9,8.5
"New Mexico, McKinley",New Mexico,McKinley,24.2,10.3,9.2,11.5
"North Dakota, Sioux",North Dakota,Sioux,34.1,10.9,9.7,12.1
"New Hampshire, Merrimack",New Hampshire,Merrimack,15.2,6.6,5.5,7.9
"New York, Steuben",New York,Steuben,20.1,9.6,8.1,11.1
"Ohio, Hamilton",Ohio,Hamilton,19.6,7.9,6.8,9.1
"North Carolina, Union",North Carolina,Union,17.7,6.4,5.4,7.4
"North Carolina, Hertford",North Carolina,Hertford,22.1,9.8,8.7,10.9
"New York, Ulster",New York,Ulster,16.0,7.7,6.5,9.0
"New York, Chautauqua",New York,Chautauqua,20.1,9.6,8.2,11.1
"New York, Fulton",New York,Fulton,21.9,9.9,8.6,11.5
"New Mexico, De Baca",New Mexico,De Baca,16.0,8.2,7.3,9.3
"North Carolina, Cleveland",North Carolina,Cleveland,22.3,10.1,8.8,11.5
"North Dakota, Mercer",North Dakota,Mercer,17.3,6.8,5.7,7.9
"New York, Yates",New York,Yates,18.1,9.3,7.7,11.0
"New Mexico, Curry",New Mexico,Curry,17.2,5.9,5.3,6.6
"Ohio, Ashland",Ohio,Ashland,21.9,10.2,8.6,11.8
"North Carolina, Nash",North Carolina,Nash,20.2,8.5,7.5,9.5
"North Dakota, Steele",North Dakota,Steele,14.0,6.3,5.3,7.5
"North Carolina, Lee",North Carolina,Lee,19.4,8.1,7.1,9.1
"Ohio, Hardin",Ohio,Hardin,22.6,10.0,8.6,11.3
"New Mexico, Valencia",New Mexico,Valencia,15.8,5.7,5.0,6.4
"North Carolina, Montgomery",North Carolina,Montgomery,20.4,9.5,8.3,10.8
"North Carolina, Franklin",North Carolina,Franklin,20.5,8.1,7.1,9.2
"North Dakota, Adams",North Dakota,Adams,15.8,7.4,6.1,8.6
"North Carolina, Haywood",North Carolina,Haywood,18.4,9.2,7.7,10.9
"New Mexico, Colfax",New Mexico,Colfax,14.8,7.2,6.4,8.0
"North Carolina, Wilkes",North Carolina,Wilkes,22.0,10.7,9.1,12.4
"New Mexico, Do̱a Ana",New Mexico,Do̱a Ana,14.5,5.5,4.8,6.2
"Ohio, Fayette",Ohio,Fayette,26.1,11.4,9.9,13.1
"New York, Cayuga",New York,Cayuga,19.8,9.2,7.8,10.7
"North Carolina, Forsyth",North Carolina,Forsyth,17.5,7.2,6.3,8.2
"North Carolina, Durham",North Carolina,Durham,15.4,5.5,4.8,6.3
"North Carolina, Wilson",North Carolina,Wilson,21.7,9.5,8.4,10.6
"North Carolina, Wake",North Carolina,Wake,12.9,4.9,4.2,5.7
"New Mexico, Santa Fe",New Mexico,Santa Fe,11.4,5.3,4.5,6.2
"North Dakota, Stutsman",North Dakota,Stutsman,17.9,6.7,5.6,7.8
"North Dakota, Traill",North Dakota,Traill,15.2,6.0,5.0,6.9
"North Dakota, McKenzie",North Dakota,McKenzie,19.3,5.2,4.5,6.0
"North Carolina, New Hanover",North Carolina,New Hanover,16.0,7.0,6.0,8.1
"New Hampshire, Rockingham",New Hampshire,Rockingham,13.9,5.8,4.9,7.0
"North Carolina, Swain",North Carolina,Swain,25.1,11.2,9.9,12.6
"North Carolina, Caswell",North Carolina,Caswell,21.5,9.8,8.7,11.1
"New York, Lewis",New York,Lewis,19.4,9.7,8.2,11.2
"New York, Herkimer",New York,Herkimer,19.6,9.5,8.1,11.1
"North Carolina, Clay",North Carolina,Clay,18.6,10.8,9.1,12.6
"New Hampshire, Strafford",New Hampshire,Strafford,15.5,6.1,5.1,7.1
"New York, St. Lawrence",New York,St. Lawrence,19.8,9.5,8.1,10.9
"Ohio, Brown",Ohio,Brown,23.5,11.1,9.6,12.7
"North Dakota, Nelson",North Dakota,Nelson,16.3,7.4,6.2,8.7
"North Carolina, Yadkin",North Carolina,Yadkin,21.4,10.0,8.7,11.3
"New Mexico, Catron",New Mexico,Catron,16.0,10.5,9.2,11.9
"Ohio, Gallia",Ohio,Gallia,25.1,11.9,10.2,13.5
"North Dakota, Bottineau",North Dakota,Bottineau,16.5,7.1,6.0,8.3
"New Mexico, Luna",New Mexico,Luna,18.2,7.6,6.7,8.4
"New Mexico, Chaves",New Mexico,Chaves,16.3,6.2,5.4,7.0
"North Carolina, Catawba",North Carolina,Catawba,19.7,8.2,7.0,9.5
"North Carolina, Pitt",North Carolina,Pitt,18.2,7.1,6.2,7.9
"New York, Kings",New York,Kings,14.1,5.9,5.3,6.6
"North Dakota, Golden Valley",North Dakota,Golden Valley,15.8,7.3,6.0,8.6
"North Dakota, Ramsey",North Dakota,Ramsey,16.4,6.8,5.8,7.9
"North Carolina, Burke",North Carolina,Burke,22.1,10.1,8.6,11.6
"New York, Richmond",New York,Richmond,15.3,6.3,5.4,7.2
"North Dakota, Ward",North Dakota,Ward,17.0,4.9,4.2,5.6
"North Carolina, Chatham",North Carolina,Chatham,15.0,7.5,6.2,8.8
"North Dakota, Barnes",North Dakota,Barnes,16.2,6.9,5.8,8.2
"North Dakota, Sargent",North Dakota,Sargent,16.4,6.5,5.5,7.5
"North Dakota, Walsh",North Dakota,Walsh,17.2,7.5,6.4,8.7
"North Dakota, Dickey",North Dakota,Dickey,15.0,6.2,5.1,7.3
"Ohio, Delaware",Ohio,Delaware,15.0,6.0,5.0,7.2
"New York, Broome",New York,Broome,16.7,8.4,7.2,9.8
"North Carolina, Surry",North Carolina,Surry,21.9,10.2,8.7,11.8
"Ohio, Defiance",Ohio,Defiance,20.4,9.1,8.0,10.4
"North Carolina, Chowan",North Carolina,Chowan,19.6,9.8,8.6,11.2
"New Mexico, Union",New Mexico,Union,17.9,6.8,6.1,7.6
"North Dakota, Mountrail",North Dakota,Mountrail,21.2,5.9,5.2,6.6
"North Dakota, Grand Forks",North Dakota,Grand Forks,14.8,5.2,4.6,6.0
"New Mexico, Roosevelt",New Mexico,Roosevelt,17.1,6.1,5.4,6.8
"North Dakota, Renville",North Dakota,Renville,16.2,6.7,5.5,7.8
"North Carolina, Jones",North Carolina,Jones,23.2,11.9,10.6,13.3
"North Carolina, Duplin",North Carolina,Duplin,22.1,10.0,8.9,11.1
"North Carolina, Edgecombe",North Carolina,Edgecombe,23.3,10.7,9.5,11.9
"New York, Rensselaer",New York,Rensselaer,16.9,7.2,6.1,8.4
"North Dakota, Billings",North Dakota,Billings,16.6,6.6,5.4,7.8
"North Carolina, Jackson",North Carolina,Jackson,18.4,8.2,7.1,9.4
"New Mexico, Cibola",New Mexico,Cibola,20.9,7.7,7.1,8.4
"North Carolina, Pender",North Carolina,Pender,18.6,8.3,7.2,9.5
"Ohio, Columbiana",Ohio,Columbiana,24.2,11.4,9.9,13.0
"New York, Allegany",New York,Allegany,19.7,9.3,8.0,10.6
"Ohio, Fulton",Ohio,Fulton,20.3,9.0,7.8,10.2
"North Carolina, Macon",North Carolina,Macon,18.3,10.1,8.4,11.9
"North Carolina, Bertie",North Carolina,Bertie,22.8,10.8,9.6,12.0
"New York, Bronx",New York,Bronx,16.4,6.6,5.9,7.4
"New York, Chemung",New York,Chemung,19.5,9.1,7.7,10.4
"North Carolina, Mecklenburg",North Carolina,Mecklenburg,15.3,5.2,4.5,5.9
"North Carolina, Lincoln",North Carolina,Lincoln,18.9,8.2,6.9,9.6
"New York, Otsego",New York,Otsego,17.2,8.4,7.1,9.8
"New Mexico, Hidalgo",New Mexico,Hidalgo,15.7,6.9,6.1,7.7
"New York, Orange",New York,Orange,15.2,6.2,5.4,7.0
"North Carolina, Stanly",North Carolina,Stanly,20.9,9.0,7.9,10.4
"North Carolina, Lenoir",North Carolina,Lenoir,22.9,10.5,9.4,11.8
"North Carolina, Tyrrell",North Carolina,Tyrrell,24.0,10.4,9.2,11.4
"Ohio, Hancock",Ohio,Hancock,20.3,8.4,7.2,9.6
"New York, Nassau",New York,Nassau,11.7,5.4,4.6,6.3
"New Mexico, Lea",New Mexico,Lea,17.1,5.3,4.8,5.9
"North Dakota, Bowman",North Dakota,Bowman,16.5,6.9,5.7,8.1
"North Dakota, Logan",North Dakota,Logan,17.4,7.8,6.6,9.2
"Ohio, Harrison",Ohio,Harrison,26.1,12.3,10.7,14.0
"North Dakota, Richland",North Dakota,Richland,15.9,6.5,5.6,7.6
"North Carolina, Mitchell",North Carolina,Mitchell,19.7,10.0,8.6,11.8
"New York, Tompkins",New York,Tompkins,13.3,5.6,4.7,6.5
"New York, Cattaraugus",New York,Cattaraugus,20.6,10.1,8.7,11.6
"North Carolina, Martin",North Carolina,Martin,21.6,10.8,9.6,12.1
"Ohio, Coshocton",Ohio,Coshocton,25.9,12.1,10.4,13.9
"North Carolina, McDowell",North Carolina,McDowell,22.2,10.0,8.5,11.6
"New York, Suffolk",New York,Suffolk,13.4,5.9,5.0,6.9
"North Dakota, Burke",North Dakota,Burke,16.7,6.7,5.7,7.9
"North Dakota, McHenry",North Dakota,McHenry,17.3,6.8,5.8,8.0
"New York, New York",New York,New York,11.3,4.6,4.0,5.3
"North Carolina, Warren",North Carolina,Warren,22.6,11.4,10.2,12.6
"North Dakota, Ransom",North Dakota,Ransom,17.2,7.1,6.1,8.3
"North Carolina, Polk",North Carolina,Polk,16.1,9.5,7.8,11.3
"New York, Albany",New York,Albany,14.2,6.4,5.3,7.4
"North Carolina, Davie",North Carolina,Davie,18.6,8.6,7.3,10.0
"New York, Orleans",New York,Orleans,20.6,9.6,8.3,11.1
"North Dakota, Slope",North Dakota,Slope,16.2,7.3,5.9,8.8
"North Carolina, Craven",North Carolina,Craven,17.9,7.9,6.9,8.9
"Ohio, Darke",Ohio,Darke,22.6,10.8,9.3,12.3
"New York, Niagara",New York,Niagara,20.0,9.0,7.7,10.3
"North Carolina, Cabarrus",North Carolina,Cabarrus,17.2,6.4,5.6,7.4
"Pennsylvania, Perry",Pennsylvania,Perry,21.7,8.7,7.5,9.9
"Oregon, Marion",Oregon,Marion,14.9,6.1,5.3,7.0
"South Carolina, Greenville",South Carolina,Greenville,14.7,6.4,5.4,7.4
"Ohio, Miami",Ohio,Miami,21.7,9.5,8.1,11.0
"Ohio, Logan",Ohio,Logan,23.1,10.2,8.9,11.6
"Pennsylvania, Lawrence",Pennsylvania,Lawrence,20.7,9.1,7.7,10.6
"Oklahoma, Oklahoma",Oklahoma,Oklahoma,16.5,7.0,6.2,7.9
"Pennsylvania, Wayne",Pennsylvania,Wayne,19.9,8.9,7.6,10.2
"Ohio, Hocking",Ohio,Hocking,24.7,11.6,10.0,13.1
"Oklahoma, Pittsburg",Oklahoma,Pittsburg,22.9,10.5,9.4,11.7
"Pennsylvania, Clinton",Pennsylvania,Clinton,21.0,8.6,7.5,9.9
"Pennsylvania, Delaware",Pennsylvania,Delaware,16.6,6.2,5.3,7.2
"Oregon, Benton",Oregon,Benton,12.3,5.0,4.1,5.9
"South Carolina, Saluda",South Carolina,Saluda,20.6,9.5,8.4,10.7
"South Carolina, McCormick",South Carolina,McCormick,18.6,10.7,9.3,12.4
"Oklahoma, Pontotoc",Oklahoma,Pontotoc,20.3,8.5,7.4,9.6
"Ohio, Washington",Ohio,Washington,21.9,10.8,9.4,12.3
"Ohio, Scioto",Ohio,Scioto,28.0,12.7,11.0,14.4
"South Carolina, Georgetown",South Carolina,Georgetown,17.3,9.5,8.1,11.0
"Oklahoma, Delaware",Oklahoma,Delaware,22.0,12.1,10.8,13.7
"Oregon, Morrow",Oregon,Morrow,18.1,7.3,6.4,8.1
"South Carolina, Horry",South Carolina,Horry,21.6,9.5,8.2,10.9
"Pennsylvania, Indiana",Pennsylvania,Indiana,20.9,8.7,7.4,10.1
"Pennsylvania, Mifflin",Pennsylvania,Mifflin,23.7,10.3,8.9,11.8
"Oklahoma, Ellis",Oklahoma,Ellis,19.3,10.4,8.9,12.1
"South Dakota, Aurora",South Dakota,Aurora,15.9,5.9,4.9,7.0
"Oklahoma, Seminole",Oklahoma,Seminole,23.9,11.5,10.4,12.8
"Oregon, Klamath",Oregon,Klamath,17.8,8.1,7.0,9.3
"Oklahoma, Noble",Oklahoma,Noble,18.9,8.8,7.6,10.2
"Ohio, Trumbull",Ohio,Trumbull,25.1,11.5,9.9,13.1
"Ohio, Wood",Ohio,Wood,18.1,7.5,6.5,8.7
"South Carolina, Anderson",South Carolina,Anderson,20.1,8.9,7.7,10.3
"Pennsylvania, Lycoming",Pennsylvania,Lycoming,21.1,8.3,7.0,9.5
"South Carolina, Greenwood",South Carolina,Greenwood,19.1,8.7,7.5,9.9
"Oregon, Malheur",Oregon,Malheur,19.0,7.3,6.4,8.2
"Rhode Island, Providence",Rhode Island,Providence,16.4,7.0,6.0,8.0
"Oklahoma, Harper",Oklahoma,Harper,18.0,8.9,7.6,10.3
"Ohio, Monroe",Ohio,Monroe,25.3,12.5,10.8,14.0
"Oklahoma, Canadian",Oklahoma,Canadian,17.7,6.6,5.7,7.6
"South Dakota, Brule",South Dakota,Brule,17.6,6.7,5.6,8.0
"Oklahoma, Custer",Oklahoma,Custer,17.8,7.8,6.9,8.8
"Pennsylvania, Columbia",Pennsylvania,Columbia,20.0,8.2,7.0,9.5
"South Carolina, Chester",South Carolina,Chester,22.1,10.1,9.0,11.3
"Pennsylvania, Adams",Pennsylvania,Adams,19.1,7.9,6.6,9.1
"Oklahoma, Wagoner",Oklahoma,Wagoner,18.9,8.1,7.2,9.2
"Oklahoma, Jefferson",Oklahoma,Jefferson,22.1,11.7,10.3,13.1
"Ohio, Wyandot",Ohio,Wyandot,23.1,10.3,9.0,11.8
"Ohio, Summit",Ohio,Summit,20.5,8.9,7.6,10.2
"Oklahoma, Muskogee",Oklahoma,Muskogee,22.4,10.3,9.2,11.4
"South Carolina, Chesterfield",South Carolina,Chesterfield,23.0,10.5,9.3,11.7
"Pennsylvania, Philadelphia",Pennsylvania,Philadelphia,20.2,6.8,6.1,7.6
"Ohio, Lake",Ohio,Lake,19.5,8.7,7.4,10.1
"Oklahoma, Alfalfa",Oklahoma,Alfalfa,19.0,8.5,7.3,9.8
"Oklahoma, Washington",Oklahoma,Washington,17.6,8.7,7.5,9.9
"Oregon, Linn",Oregon,Linn,16.9,7.4,6.3,8.6
"South Carolina, Hampton",South Carolina,Hampton,23.6,10.3,9.3,11.4
"Ohio, Pike",Ohio,Pike,26.1,13.2,11.5,15.0
"Oregon, Polk",Oregon,Polk,15.2,6.0,5.2,6.9
"Pennsylvania, Washington",Pennsylvania,Washington,18.1,7.7,6.5,9.0
"Oregon, Yamhill",Oregon,Yamhill,16.3,6.2,5.3,7.1
"South Carolina, Dorchester",South Carolina,Dorchester,18.1,6.7,5.8,7.6
"Oklahoma, Cherokee",Oklahoma,Cherokee,22.3,9.8,8.7,10.9
"Ohio, Medina",Ohio,Medina,17.6,7.9,6.6,9.1
"Pennsylvania, Greene",Pennsylvania,Greene,22.8,8.8,7.5,10.1
"Rhode Island, Newport",Rhode Island,Newport,12.0,7.0,5.7,8.5
"South Carolina, York",South Carolina,York,15.6,6.5,5.6,7.5
"Oklahoma, Garfield",Oklahoma,Garfield,18.5,8.0,7.0,9.2
"Oklahoma, Tillman",Oklahoma,Tillman,19.5,9.7,8.6,10.9
"South Carolina, Abbeville",South Carolina,Abbeville,21.2,10.1,8.9,11.4
"Pennsylvania, Snyder",Pennsylvania,Snyder,20.9,8.4,7.1,9.7
"Pennsylvania, Susquehanna",Pennsylvania,Susquehanna,20.7,9.6,8.1,11.1
"Oklahoma, Harmon",Oklahoma,Harmon,17.6,8.7,7.6,9.8
"South Carolina, Richland",South Carolina,Richland,16.2,5.7,5.1,6.4
"Oklahoma, Major",Oklahoma,Major,17.8,8.9,7.7,10.2
"Oklahoma, Okfuskee",Oklahoma,Okfuskee,26.5,12.4,11.2,13.6
"Ohio, Perry",Ohio,Perry,26.8,11.5,10.0,13.1
"Oregon, Wallowa",Oregon,Wallowa,15.7,8.3,6.9,9.8
"Ohio, Pickaway",Ohio,Pickaway,23.5,9.6,8.3,11.0
"Oregon, Jackson",Oregon,Jackson,16.9,7.3,6.3,8.5
"South Carolina, Lexington",South Carolina,Lexington,17.3,7.2,6.2,8.3
"Ohio, Stark",Ohio,Stark,21.6,9.7,8.4,11.1
"Oklahoma, Nowata",Oklahoma,Nowata,22.9,10.9,9.9,12.1
"Ohio, Highland",Ohio,Highland,27.2,12.3,10.6,14.1
"Oregon, Hood River",Oregon,Hood River,15.1,5.6,4.7,6.6
"Pennsylvania, Jefferson",Pennsylvania,Jefferson,23.0,10.0,8.6,11.4
"Oregon, Josephine",Oregon,Josephine,18.8,9.2,7.8,10.7
"Rhode Island, Washington",Rhode Island,Washington,14.4,6.9,5.6,8.3
"Ohio, Portage",Ohio,Portage,20.0,8.4,7.2,9.8
"Ohio, Richland",Ohio,Richland,24.0,10.5,9.2,12.1
"Ohio, Williams",Ohio,Williams,22.8,9.9,8.6,11.2
"Oregon, Wheeler",Oregon,Wheeler,17.3,10.5,9.1,12.0
"Oklahoma, Payne",Oklahoma,Payne,16.8,7.0,6.1,8.0
"Oregon, Columbia",Oregon,Columbia,18.8,7.5,6.4,8.6
"South Carolina, Pickens",South Carolina,Pickens,17.6,7.6,6.5,8.9
"Pennsylvania, Fayette",Pennsylvania,Fayette,22.9,10.0,8.5,11.6
"Oklahoma, Marshall",Oklahoma,Marshall,20.7,10.7,9.5,12.0
"Oklahoma, Comanche",Oklahoma,Comanche,19.1,7.4,6.6,8.1
"Oregon, Multnomah",Oregon,Multnomah,15.6,4.9,4.1,5.7
"South Carolina, Lee",South Carolina,Lee,22.9,10.0,8.9,11.1
"Oklahoma, Coal",Oklahoma,Coal,23.8,12.4,11.0,13.9
"Oklahoma, Kiowa",Oklahoma,Kiowa,21.3,10.9,9.6,12.4
"Ohio, Knox",Ohio,Knox,20.2,9.7,8.2,11.3
"Pennsylvania, Crawford",Pennsylvania,Crawford,22.3,9.3,7.9,10.7
"Pennsylvania, Tioga",Pennsylvania,Tioga,21.9,9.3,8.0,10.8
"Oklahoma, Tulsa",Oklahoma,Tulsa,17.3,7.3,6.3,8.3
"South Carolina, Spartanburg",South Carolina,Spartanburg,19.6,7.7,6.7,8.8
"South Carolina, Cherokee",South Carolina,Cherokee,23.0,9.8,8.6,11.0
"Oklahoma, Murray",Oklahoma,Murray,20.3,10.1,8.9,11.3
"Ohio, Jefferson",Ohio,Jefferson,24.4,11.3,9.9,12.8
"Pennsylvania, Carbon",Pennsylvania,Carbon,20.7,8.8,7.5,10.1
"Oregon, Tillamook",Oregon,Tillamook,16.3,8.0,6.8,9.4
"South Carolina, Allendale",South Carolina,Allendale,24.4,10.6,9.6,11.8
"South Carolina, Marlboro",South Carolina,Marlboro,25.6,11.0,10.0,12.0
"Pennsylvania, Butler",Pennsylvania,Butler,16.2,6.8,5.7,8.0
"Oregon, Clatsop",Oregon,Clatsop,16.7,7.4,6.4,8.6
"Oklahoma, Garvin",Oklahoma,Garvin,22.1,9.8,8.7,11.0
"Oregon, Lane",Oregon,Lane,14.8,6.8,5.8,8.0
"South Carolina, Edgefield",South Carolina,Edgefield,20.4,8.8,7.8,9.8
"Pennsylvania, Dauphin",Pennsylvania,Dauphin,18.4,7.0,6.1,8.0
"Ohio, Wayne",Ohio,Wayne,21.6,9.8,8.4,11.3
"Pennsylvania, Franklin",Pennsylvania,Franklin,19.8,8.1,6.9,9.4
"Oregon, Clackamas",Oregon,Clackamas,13.5,5.3,4.4,6.3
"Ohio, Ottawa",Ohio,Ottawa,19.9,10.3,8.7,11.9
"South Carolina, Oconee",South Carolina,Oconee,18.9,9.4,7.9,11.1
"Oregon, Sherman",Oregon,Sherman,17.1,8.1,6.9,9.3
"Oklahoma, Caddo",Oklahoma,Caddo,22.8,9.9,8.8,10.9
"Pennsylvania, Cambria",Pennsylvania,Cambria,20.0,9.1,7.8,10.4
"Oklahoma, Pushmataha",Oklahoma,Pushmataha,23.2,12.7,11.3,14.2
"South Carolina, Bamberg",South Carolina,Bamberg,20.5,9.6,8.5,10.8
"Ohio, Vinton",Ohio,Vinton,27.6,13.2,11.5,15.2
"Oklahoma, Creek",Oklahoma,Creek,21.9,9.6,8.4,10.8
"Pennsylvania, Elk",Pennsylvania,Elk,21.1,9.0,7.7,10.4
"Ohio, Lawrence",Ohio,Lawrence,26.1,12.1,10.6,13.7
"Rhode Island, Bristol",Rhode Island,Bristol,13.4,6.9,5.6,8.4
"South Carolina, Orangeburg",South Carolina,Orangeburg,19.2,9.3,8.3,10.4
"South Carolina, Laurens",South Carolina,Laurens,22.3,9.7,8.5,11.0
"Ohio, Shelby",Ohio,Shelby,21.8,9.4,8.0,10.8
"Oklahoma, Pawnee",Oklahoma,Pawnee,21.8,10.4,9.3,11.6
"Oklahoma, Blaine",Oklahoma,Blaine,20.8,10.1,8.8,11.4
"South Carolina, Charleston",South Carolina,Charleston,15.5,6.1,5.2,7.1
"Pennsylvania, Warren",Pennsylvania,Warren,20.8,9.3,8.0,10.7
"Pennsylvania, Monroe",Pennsylvania,Monroe,18.8,6.9,6.0,7.8
"Ohio, Paulding",Ohio,Paulding,22.2,9.9,8.7,11.2
"Pennsylvania, Northampton",Pennsylvania,Northampton,17.2,6.5,5.6,7.6
"Oklahoma, Grady",Oklahoma,Grady,20.3,8.7,7.6,9.9
"Ohio, Holmes",Ohio,Holmes,27.8,11.6,9.9,13.2
"Oregon, Jefferson",Oregon,Jefferson,17.9,7.5,6.5,8.4
"Oklahoma, Lincoln",Oklahoma,Lincoln,21.2,10.0,8.7,11.4
"Pennsylvania, Lackawanna",Pennsylvania,Lackawanna,19.9,7.9,6.7,9.3
"Pennsylvania, Montgomery",Pennsylvania,Montgomery,14.4,5.4,4.6,6.6
"Oklahoma, Latimer",Oklahoma,Latimer,21.8,11.3,10.1,12.6
"Ohio, Sandusky",Ohio,Sandusky,20.8,9.6,8.4,10.8
