State_County,State,County,Levels_Smokers,Levels_COPD
"Kentucky, Christian",Kentucky,Christian,24.9,8.9
"Louisiana, Jefferson Davis",Louisiana,Jefferson Davis,23.2,9.6
"Kansas, Montgomery",Kansas,Montgomery,19.2,8.6
"Kansas, Trego",Kansas,Trego,15.9,7.9
"Kansas, Wichita",Kansas,Wichita,14.1,6.0
"Kentucky, Breathitt",Kentucky,Breathitt,30.1,15.6
"Kentucky, Breckinridge",Kentucky,Breckinridge,25.7,12.7
"Kansas, McPherson",Kansas,McPherson,15.9,7.0
"Louisiana, East Feliciana",Louisiana,East Feliciana,23.9,9.3
"Kansas, Lyon",Kansas,Lyon,15.7,6.2
"Kansas, Kearny",Kansas,Kearny,18.6,7.4
"Kansas, Atchison",Kansas,Atchison,18.7,7.3
"Kentucky, Greenup",Kentucky,Greenup,22.3,11.4
"Kentucky, Monroe",Kentucky,Monroe,27.3,13.6
"Kansas, Cheyenne",Kansas,Cheyenne,16.1,8.3
"Kansas, Rush",Kansas,Rush,16.1,8.1
"Kansas, Douglas",Kansas,Douglas,13.9,4.8
"Kentucky, Caldwell",Kentucky,Caldwell,23.6,12.0
"Kentucky, Edmonson",Kentucky,Edmonson,27.3,13.5
"Kansas, Jewell",Kansas,Jewell,17.1,9.8
"Kentucky, Bracken",Kentucky,Bracken,25.8,11.8
"Louisiana, Lafourche",Louisiana,Lafourche,22.9,8.9
"Kentucky, Muhlenberg",Kentucky,Muhlenberg,25.5,12.2
"Kansas, Stafford",Kansas,Stafford,16.7,8.1
"Kentucky, Rockcastle",Kentucky,Rockcastle,27.8,13.8
"Maine, Franklin",Maine,Franklin,18.6,9.6
"Kentucky, Boyd",Kentucky,Boyd,23.9,11.6
"Kentucky, Carter",Kentucky,Carter,27.5,13.8
"Kentucky, Graves",Kentucky,Graves,25.2,11.6
"Kentucky, Floyd",Kentucky,Floyd,30.0,15.6
"Kansas, Chase",Kansas,Chase,16.4,8.0
"Kentucky, Lyon",Kentucky,Lyon,22.7,11.6
"Kansas, Jackson",Kansas,Jackson,18.1,7.6
"Kansas, Mitchell",Kansas,Mitchell,16.9,8.0
"Kansas, Labette",Kansas,Labette,20.3,8.8
"Louisiana, Claiborne",Louisiana,Claiborne,27.6,11.9
"Kansas, Miami",Kansas,Miami,16.0,6.1
"Kentucky, Wolfe",Kentucky,Wolfe,32.6,17.3
"Kentucky, Morgan",Kentucky,Morgan,29.8,13.4
"Kentucky, Taylor",Kentucky,Taylor,24.1,10.9
"Kansas, Wallace",Kansas,Wallace,14.4,7.0
"Kentucky, Robertson",Kentucky,Robertson,24.9,13.3
"Kansas, Dickinson",Kansas,Dickinson,17.6,7.9
"Louisiana, Vermilion",Louisiana,Vermilion,23.8,9.4
"Maine, Aroostook",Maine,Aroostook,20.3,11.9
"Louisiana, Pointe Coupee",Louisiana,Pointe Coupee,23.1,10.2
"Kentucky, McCreary",Kentucky,McCreary,32.8,15.1
"Kansas, Leavenworth",Kansas,Leavenworth,17.4,5.8
"Kentucky, Ballard",Kentucky,Ballard,23.2,12.0
"Louisiana, Lafayette",Louisiana,Lafayette,20.5,7.0
"Kansas, Phillips",Kansas,Phillips,17.3,8.5
"Louisiana, Livingston",Louisiana,Livingston,22.9,7.9
"Kentucky, Butler",Kentucky,Butler,26.5,12.6
"Kansas, Sumner",Kansas,Sumner,17.3,7.7
"Kansas, Edwards",Kansas,Edwards,16.7,7.9
"Kentucky, Spencer",Kentucky,Spencer,22.2,8.9
"Kansas, Coffey",Kansas,Coffey,16.8,7.8
"Louisiana, East Carroll",Louisiana,East Carroll,32.0,13.2
"Kentucky, Hopkins",Kentucky,Hopkins,24.6,11.3
"Kansas, Logan",Kansas,Logan,17.6,7.8
"Kentucky, Knott",Kentucky,Knott,29.8,16.0
"Kentucky, Adair",Kentucky,Adair,26.9,12.7
"Kentucky, Montgomery",Kentucky,Montgomery,25.6,11.7
"Louisiana, St. James",Louisiana,St. James,22.1,8.7
"Kentucky, Pike",Kentucky,Pike,27.5,14.3
"Kansas, Hamilton",Kansas,Hamilton,17.6,6.3
"Kansas, Sedgwick",Kansas,Sedgwick,16.8,6.2
"Kentucky, Casey",Kentucky,Casey,28.7,14.8
"Louisiana, West Feliciana",Louisiana,West Feliciana,21.3,7.2
"Kentucky, Lewis",Kentucky,Lewis,30.8,15.4
"Kansas, Cowley",Kansas,Cowley,18.6,7.3
"Louisiana, West Baton Rouge",Louisiana,West Baton Rouge,20.9,7.2
"Kentucky, Jefferson",Kentucky,Jefferson,21.8,8.8
"Louisiana, Webster",Louisiana,Webster,24.9,11.8
"Kansas, Cherokee",Kansas,Cherokee,20.2,9.0
"Kansas, Pawnee",Kansas,Pawnee,17.5,7.3
"Louisiana, Madison",Louisiana,Madison,29.0,11.4
"Kentucky, McLean",Kentucky,McLean,23.6,11.6
"Louisiana, Allen",Louisiana,Allen,24.2,8.7
"Kentucky, Carlisle",Kentucky,Carlisle,25.0,12.9
"Kansas, Kingman",Kansas,Kingman,15.8,7.1
"Kentucky, Boone",Kentucky,Boone,18.1,7.4
"Kentucky, Allen",Kentucky,Allen,26.5,11.9
"Louisiana, Iberville",Louisiana,Iberville,23.8,9.0
"Kentucky, Perry",Kentucky,Perry,28.9,14.0
"Kansas, Pottawatomie",Kansas,Pottawatomie,15.6,6.0
"Louisiana, Washington",Louisiana,Washington,26.1,11.1
"Louisiana, Morehouse",Louisiana,Morehouse,26.5,11.3
"Kentucky, Hardin",Kentucky,Hardin,23.0,8.7
"Kentucky, Marion",Kentucky,Marion,27.4,12.7
"Louisiana, Bienville",Louisiana,Bienville,25.2,11.8
"Kentucky, McCracken",Kentucky,McCracken,21.4,10.4
"Kansas, Linn",Kansas,Linn,19.7,9.4
"Kentucky, Menifee",Kentucky,Menifee,27.2,14.4
"Kansas, Saline",Kansas,Saline,16.7,6.5
"Kentucky, Clinton",Kentucky,Clinton,29.4,15.5
"Kentucky, Hart",Kentucky,Hart,27.9,13.5
"Maine, Androscoggin",Maine,Androscoggin,19.0,9.1
"Kentucky, Todd",Kentucky,Todd,25.9,11.7
"Kentucky, Grayson",Kentucky,Grayson,27.7,13.5
"Kansas, Lincoln",Kansas,Lincoln,16.4,8.3
"Kansas, Cloud",Kansas,Cloud,17.3,8.1
"Kentucky, Hickman",Kentucky,Hickman,25.2,14.2
"Kansas, Smith",Kansas,Smith,16.5,8.6
"Kentucky, Calloway",Kentucky,Calloway,20.5,9.5
"Louisiana, Ouachita",Louisiana,Ouachita,22.7,9.0
"Louisiana, Orleans",Louisiana,Orleans,21.5,7.1
"Louisiana, Franklin",Louisiana,Franklin,26.4,12.0
"Kentucky, Trigg",Kentucky,Trigg,21.9,11.0
"Kansas, Hodgeman",Kansas,Hodgeman,14.6,7.2
"Kansas, Stanton",Kansas,Stanton,16.1,6.7
"Kentucky, Martin",Kentucky,Martin,28.0,11.9
"Louisiana, Grant",Louisiana,Grant,24.8,8.9
"Kentucky, Simpson",Kentucky,Simpson,23.9,10.5
"Kansas, Barber",Kansas,Barber,19.4,9.0
"Kentucky, Green",Kentucky,Green,26.9,13.9
"Kansas, Lane",Kansas,Lane,16.5,7.9
"Kentucky, Meade",Kentucky,Meade,23.1,9.4
"Louisiana, Sabine",Louisiana,Sabine,23.5,10.2
"Louisiana, Catahoula",Louisiana,Catahoula,25.6,10.3
"Kansas, Haskell",Kansas,Haskell,17.5,7.1
"Kentucky, Henderson",Kentucky,Henderson,24.8,11.0
"Kentucky, Bourbon",Kentucky,Bourbon,23.8,11.2
"Louisiana, Tangipahoa",Louisiana,Tangipahoa,22.5,8.9
"Kansas, Wilson",Kansas,Wilson,19.5,9.1
"Kentucky, Marshall",Kentucky,Marshall,21.7,10.7
"Kansas, Rice",Kansas,Rice,15.9,7.0
"Kentucky, Hancock",Kentucky,Hancock,23.9,11.0
"Louisiana, Winn",Louisiana,Winn,24.0,9.9
"Louisiana, Calcasieu",Louisiana,Calcasieu,22.0,8.1
"Louisiana, LaSalle",Louisiana,LaSalle,25.6,10.0
"Louisiana, Vernon",Louisiana,Vernon,22.2,7.1
"Kentucky, Carroll",Kentucky,Carroll,27.3,12.2
"Louisiana, Caldwell",Louisiana,Caldwell,26.0,10.9
"Louisiana, St. Charles",Louisiana,St. Charles,18.7,6.7
"Louisiana, Jackson",Louisiana,Jackson,24.6,10.6
"Kansas, Finney",Kansas,Finney,17.6,5.5
"Kentucky, Lee",Kentucky,Lee,35.4,17.4
"Kansas, Chautauqua",Kansas,Chautauqua,19.8,10.5
"Kansas, Scott",Kansas,Scott,16.1,6.9
"Kansas, Allen",Kansas,Allen,18.7,8.4
"Kentucky, Pulaski",Kentucky,Pulaski,26.1,12.7
"Kansas, Riley",Kansas,Riley,14.0,4.5
"Kansas, Crawford",Kansas,Crawford,17.5,7.0
"Kansas, Johnson",Kansas,Johnson,11.8,4.3
"Kentucky, Harlan",Kentucky,Harlan,31.0,16.9
"Kansas, Stevens",Kansas,Stevens,18.2,7.2
"Louisiana, De Soto",Louisiana,De Soto,23.9,9.8
"Louisiana, Caddo",Louisiana,Caddo,21.9,8.7
"Kansas, Ford",Kansas,Ford,17.5,5.5
"Louisiana, St. Tammany",Louisiana,St. Tammany,18.7,7.1
"Kentucky, Pendleton",Kentucky,Pendleton,24.5,11.2
"Kansas, Woodson",Kansas,Woodson,19.5,10.0
"Kentucky, Jackson",Kentucky,Jackson,29.7,14.8
"Kentucky, Russell",Kentucky,Russell,25.4,13.1
"Louisiana, St. Bernard",Louisiana,St. Bernard,23.8,8.5
"Kentucky, Kenton",Kentucky,Kenton,21.1,8.2
"Kentucky, Grant",Kentucky,Grant,25.8,10.9
"Kansas, Sheridan",Kansas,Sheridan,15.8,7.6
"Kansas, Bourbon",Kansas,Bourbon,18.9,9.0
"Louisiana, St. Helena",Louisiana,St. Helena,22.9,9.6
"Kansas, Reno",Kansas,Reno,18.1,7.6
"Kentucky, Scott",Kentucky,Scott,20.4,7.9
"Kansas, Greenwood",Kansas,Greenwood,18.2,9.0
"Kansas, Wyandotte",Kansas,Wyandotte,20.3,6.7
"Louisiana, St. Mary",Louisiana,St. Mary,23.6,9.5
"Kansas, Harvey",Kansas,Harvey,14.9,6.4
"Kansas, Ness",Kansas,Ness,16.5,8.5
"Kansas, Elk",Kansas,Elk,18.9,10.7
"Kentucky, Clay",Kentucky,Clay,33.7,16.3
"Kansas, Rawlins",Kansas,Rawlins,16.0,8.4
"Louisiana, St. John the Baptist",Louisiana,St. John the Baptist,20.5,7.6
"Kansas, Wabaunsee",Kansas,Wabaunsee,16.1,6.9
"Kansas, Barton",Kansas,Barton,17.8,7.9
"Kentucky, Whitley",Kentucky,Whitley,26.8,12.1
"Kansas, Marshall",Kansas,Marshall,17.5,8.2
"Kansas, Rooks",Kansas,Rooks,17.3,8.2
"Kansas, Grant",Kansas,Grant,16.2,5.9
"Kentucky, Knox",Kentucky,Knox,29.3,15.2
"Louisiana, Iberia",Louisiana,Iberia,24.3,9.5
"Kentucky, Nicholas",Kentucky,Nicholas,29.9,14.7
"Kentucky, Henry",Kentucky,Henry,25.1,11.6
"Kansas, Brown",Kansas,Brown,18.4,8.3
"Kentucky, Campbell",Kentucky,Campbell,20.3,8.3
"Louisiana, St. Martin",Louisiana,St. Martin,24.7,9.4
"Kentucky, Crittenden",Kentucky,Crittenden,24.8,12.8
"Louisiana, Avoyelles",Louisiana,Avoyelles,26.1,10.7
"Iowa, Worth",Iowa,Worth,17.3,6.8
"Kansas, Shawnee",Kansas,Shawnee,16.3,6.6
"Louisiana, Bossier",Louisiana,Bossier,21.4,7.4
"Kansas, Washington",Kansas,Washington,16.8,8.3
"Kansas, Meade",Kansas,Meade,16.9,7.2
"Kentucky, Livingston",Kentucky,Livingston,25.1,12.8
"Louisiana, Natchitoches",Louisiana,Natchitoches,22.0,9.4
"Louisiana, Concordia",Louisiana,Concordia,25.7,11.1
"Kansas, Anderson",Kansas,Anderson,19.5,9.2
"Kentucky, Garrard",Kentucky,Garrard,24.9,11.8
"Kansas, Osborne",Kansas,Osborne,16.7,8.3
"Kentucky, Oldham",Kentucky,Oldham,17.0,6.7
"Kentucky, Boyle",Kentucky,Boyle,21.7,10.1
"Kansas, Graham",Kansas,Graham,16.2,8.9
"Louisiana, Ascension",Louisiana,Ascension,19.4,6.4
"Kansas, Doniphan",Kansas,Doniphan,18.6,7.9
"Kansas, Ellsworth",Kansas,Ellsworth,17.0,7.1
"Kansas, Kiowa",Kansas,Kiowa,16.2,7.5
"Kentucky, Jessamine",Kentucky,Jessamine,21.9,9.4
"Kansas, Harper",Kansas,Harper,19.0,9.0
"Kentucky, Bath",Kentucky,Bath,27.1,12.8
"Kansas, Marion",Kansas,Marion,15.7,7.5
"Louisiana, Richland",Louisiana,Richland,26.6,11.4
"Kentucky, Gallatin",Kentucky,Gallatin,25.9,11.1
"Kansas, Ottawa",Kansas,Ottawa,17.1,7.5
"Louisiana, East Baton Rouge",Louisiana,East Baton Rouge,18.2,6.4
"Kentucky, Ohio",Kentucky,Ohio,25.1,11.9
"Kentucky, Mercer",Kentucky,Mercer,23.3,11.0
"Iowa, Wright",Iowa,Wright,17.1,7.4
"Kentucky, Johnson",Kentucky,Johnson,25.5,13.0
"Louisiana, Cameron",Louisiana,Cameron,22.7,9.4
"Kentucky, Warren",Kentucky,Warren,20.8,8.2
"Kentucky, Bell",Kentucky,Bell,32.3,17.4
"Kentucky, Cumberland",Kentucky,Cumberland,26.3,14.0
"Kentucky, Fulton",Kentucky,Fulton,29.0,14.3
"Minnesota, Dodge",Minnesota,Dodge,16.8,5.2
"Michigan, Gogebic",Michigan,Gogebic,20.2,11.6
"Michigan, Tuscola",Michigan,Tuscola,22.4,10.6
"Mississippi, DeSoto",Mississippi,DeSoto,17.3,6.2
"Maryland, Carroll",Maryland,Carroll,13.6,6.2
"Minnesota, Isanti",Minnesota,Isanti,18.7,6.0
"Minnesota, Wadena",Minnesota,Wadena,20.8,8.0
"Michigan, Monroe",Michigan,Monroe,19.7,9.0
"Michigan, Ingham",Michigan,Ingham,15.4,6.8
"Michigan, Oceana",Michigan,Oceana,21.0,10.1
"Maryland, Dorchester",Maryland,Dorchester,18.7,9.2
"Minnesota, Itasca",Minnesota,Itasca,19.1,7.2
"Massachusetts, Berkshire",Massachusetts,Berkshire,16.3,7.4
"Minnesota, Faribault",Minnesota,Faribault,17.9,7.2
"Mississippi, Leflore",Mississippi,Leflore,23.6,10.1
"Michigan, Emmet",Michigan,Emmet,16.3,8.7
"Minnesota, Le Sueur",Minnesota,Le Sueur,16.8,5.8
"Minnesota, Steele",Minnesota,Steele,17.2,6.0
"Minnesota, Watonwan",Minnesota,Watonwan,18.2,6.5
"Minnesota, Douglas",Minnesota,Douglas,16.9,6.3
"Mississippi, Claiborne",Mississippi,Claiborne,21.1,9.4
"Minnesota, Wilkin",Minnesota,Wilkin,16.8,6.1
"Mississippi, Tishomingo",Mississippi,Tishomingo,22.3,10.9
"Michigan, Osceola",Michigan,Osceola,22.6,11.4
"Minnesota, McLeod",Minnesota,McLeod,17.7,6.3
"Michigan, Ogemaw",Michigan,Ogemaw,22.8,12.8
"Michigan, Montmorency",Michigan,Montmorency,20.7,13.1
"Michigan, Wayne",Michigan,Wayne,21.6,9.2
"Mississippi, Lee",Mississippi,Lee,19.7,7.6
"Minnesota, Murray",Minnesota,Murray,16.9,7.0
"Mississippi, Harrison",Mississippi,Harrison,20.3,7.8
"Mississippi, Lowndes",Mississippi,Lowndes,18.8,8.0
"Minnesota, Norman",Minnesota,Norman,18.5,7.0
"Michigan, Menominee",Michigan,Menominee,20.3,10.8
"Maryland, Harford",Maryland,Harford,15.5,6.3
"Mississippi, Calhoun",Mississippi,Calhoun,21.6,10.3
"Minnesota, Kandiyohi",Minnesota,Kandiyohi,17.2,6.3
"Mississippi, Choctaw",Mississippi,Choctaw,20.4,9.8
"Mississippi, Newton",Mississippi,Newton,21.3,9.5
"Mississippi, Stone",Mississippi,Stone,21.6,9.3
"Minnesota, Renville",Minnesota,Renville,18.1,6.8
"Massachusetts, Hampden",Massachusetts,Hampden,17.4,6.6
"Michigan, Gladwin",Michigan,Gladwin,22.1,12.6
"Mississippi, Bolivar",Mississippi,Bolivar,21.6,9.8
"Michigan, Allegan",Michigan,Allegan,18.8,8.4
"Minnesota, Wright",Minnesota,Wright,15.7,4.9
"Michigan, Crawford",Michigan,Crawford,20.3,11.3
"Minnesota, Meeker",Minnesota,Meeker,17.6,6.5
"Mississippi, George",Mississippi,George,21.1,8.8
"Maryland, Talbot",Maryland,Talbot,12.8,7.6
"Minnesota, Yellow Medicine",Minnesota,Yellow Medicine,18.7,7.0
"Minnesota, Cottonwood",Minnesota,Cottonwood,17.6,7.3
"Maryland, Kent",Maryland,Kent,15.0,8.2
"Mississippi, Lafayette",Mississippi,Lafayette,15.6,5.9
"Minnesota, Nobles",Minnesota,Nobles,17.6,6.3
"Mississippi, Marshall",Mississippi,Marshall,20.3,9.0
"Minnesota, Nicollet",Minnesota,Nicollet,16.2,5.1
"Michigan, Marquette",Michigan,Marquette,17.9,8.2
"Michigan, Jackson",Michigan,Jackson,22.0,9.3
"Mississippi, Panola",Mississippi,Panola,22.1,9.5
"Mississippi, Marion",Mississippi,Marion,23.1,10.6
"Michigan, Muskegon",Michigan,Muskegon,22.4,9.3
"Mississippi, Madison",Mississippi,Madison,13.6,5.4
"Maryland, Washington",Maryland,Washington,17.8,8.4
"Mississippi, Copiah",Mississippi,Copiah,20.7,9.2
"Mississippi, Walthall",Mississippi,Walthall,23.0,10.5
"Michigan, Barry",Michigan,Barry,18.1,8.5
"Mississippi, Neshoba",Mississippi,Neshoba,24.8,10.6
"Maryland, Somerset",Maryland,Somerset,21.7,9.3
"Minnesota, Morrison",Minnesota,Morrison,18.3,7.0
"Mississippi, Sunflower",Mississippi,Sunflower,24.7,9.5
"Minnesota, Dakota",Minnesota,Dakota,14.1,4.3
"Minnesota, Lake of the Woods",Minnesota,Lake of the Woods,18.6,7.7
"Minnesota, Rice",Minnesota,Rice,16.3,5.3
"Maryland, Charles",Maryland,Charles,16.2,5.9
"Massachusetts, Bristol",Massachusetts,Bristol,17.3,7.3
"Michigan, Huron",Michigan,Huron,20.1,11.0
"Michigan, Charlevoix",Michigan,Charlevoix,17.4,9.3
"Minnesota, Brown",Minnesota,Brown,16.9,6.1
"Michigan, Hillsdale",Michigan,Hillsdale,22.0,10.7
"Michigan, Wexford",Michigan,Wexford,22.3,10.6
"Minnesota, Stearns",Minnesota,Stearns,16.6,5.6
"Michigan, Montcalm",Michigan,Montcalm,22.3,9.9
"Michigan, Delta",Michigan,Delta,19.6,10.4
"Michigan, Alcona",Michigan,Alcona,19.7,12.9
"Minnesota, Mille Lacs",Minnesota,Mille Lacs,21.0,7.3
"Maryland, Queen Anne's",Maryland,Queen Anne's,14.9,6.8
"Michigan, Kent",Michigan,Kent,17.3,6.7
"Michigan, Oakland",Michigan,Oakland,13.3,6.2
"Mississippi, Montgomery",Mississippi,Montgomery,21.3,10.7
"Michigan, Kalamazoo",Michigan,Kalamazoo,15.9,6.8
"Michigan, Clare",Michigan,Clare,23.8,12.9
"Maryland, Cecil",Maryland,Cecil,19.1,7.7
"Michigan, Missaukee",Michigan,Missaukee,21.6,10.8
"Maryland, St. Mary's",Maryland,St. Mary's,16.6,6.2
"Mississippi, Quitman",Mississippi,Quitman,25.6,12.2
"Minnesota, Pipestone",Minnesota,Pipestone,18.1,7.1
"Michigan, Clinton",Michigan,Clinton,17.2,7.5
"Michigan, Baraga",Michigan,Baraga,22.7,10.9
"Michigan, Alpena",Michigan,Alpena,20.4,10.7
"Minnesota, Chippewa",Minnesota,Chippewa,18.2,7.0
"Minnesota, Hubbard",Minnesota,Hubbard,17.5,7.4
"Mississippi, Franklin",Mississippi,Franklin,20.9,9.9
"Mississippi, Lawrence",Mississippi,Lawrence,21.2,9.5
"Maine, Waldo",Maine,Waldo,19.2,10.0
"Mississippi, Attala",Mississippi,Attala,22.0,10.4
"Michigan, Calhoun",Michigan,Calhoun,20.1,9.1
"Minnesota, Carlton",Minnesota,Carlton,19.8,6.5
"Mississippi, Jefferson",Mississippi,Jefferson,23.5,10.4
"Michigan, Arenac",Michigan,Arenac,22.2,12.1
"Mississippi, Monroe",Mississippi,Monroe,21.0,9.4
"Michigan, Macomb",Michigan,Macomb,19.3,8.5
"Michigan, Otsego",Michigan,Otsego,19.4,9.9
"Michigan, Shiawassee",Michigan,Shiawassee,19.3,9.1
"Michigan, Leelanau",Michigan,Leelanau,13.5,8.2
"Minnesota, Lincoln",Minnesota,Lincoln,17.7,7.3
"Mississippi, Union",Mississippi,Union,20.8,8.8
"Michigan, Branch",Michigan,Branch,22.3,10.2
"Mississippi, Pearl River",Mississippi,Pearl River,21.0,8.9
"Minnesota, Ramsey",Minnesota,Ramsey,15.1,5.0
"Michigan, Berrien",Michigan,Berrien,18.9,9.2
"Minnesota, Cook",Minnesota,Cook,14.7,6.7
"Maryland, Howard",Maryland,Howard,9.6,4.1
"Minnesota, Blue Earth",Minnesota,Blue Earth,16.1,5.0
"Minnesota, Sherburne",Minnesota,Sherburne,16.6,5.0
"Maryland, Calvert",Maryland,Calvert,15.5,6.2
"Mississippi, Benton",Mississippi,Benton,22.7,10.1
"Minnesota, Wabasha",Minnesota,Wabasha,17.2,6.5
"Mississippi, Lauderdale",Mississippi,Lauderdale,20.9,8.7
"Maine, Piscataquis",Maine,Piscataquis,21.6,12.5
"Maryland, Wicomico",Maryland,Wicomico,17.8,7.5
"Michigan, Lenawee",Michigan,Lenawee,19.4,8.8
"Maine, Penobscot",Maine,Penobscot,19.3,9.4
"Michigan, Manistee",Michigan,Manistee,19.4,10.4
"Michigan, Midland",Michigan,Midland,17.1,7.8
"Mississippi, Tunica",Mississippi,Tunica,20.9,8.0
"Mississippi, Forrest",Mississippi,Forrest,18.7,7.6
"Mississippi, Amite",Mississippi,Amite,21.2,11.1
"Minnesota, Mahnomen",Minnesota,Mahnomen,27.7,9.9
"Mississippi, Issaquena",Mississippi,Issaquena,27.5,11.5
"Minnesota, Carver",Minnesota,Carver,12.9,4.1
"Minnesota, Pope",Minnesota,Pope,16.6,6.7
"Michigan, Bay",Michigan,Bay,20.1,9.7
"Michigan, Oscoda",Michigan,Oscoda,22.5,12.9
"Minnesota, Cass",Minnesota,Cass,20.0,8.2
"Minnesota, Clay",Minnesota,Clay,15.6,4.9
"Minnesota, Winona",Minnesota,Winona,16.2,5.6
"Maryland, Prince George's",Maryland,Prince George's,13.3,4.8
"Mississippi, Tallahatchie",Mississippi,Tallahatchie,25.3,9.8
"Maine, Lincoln",Maine,Lincoln,17.2,9.7
"Mississippi, Humphreys",Mississippi,Humphreys,25.5,12.3
"Minnesota, Pine",Minnesota,Pine,21.7,7.7
"Minnesota, Chisago",Minnesota,Chisago,18.9,5.6
"Michigan, Van Buren",Michigan,Van Buren,21.1,9.5
"Michigan, Luce",Michigan,Luce,22.2,10.3
"Minnesota, Roseau",Minnesota,Roseau,18.5,6.4
"Maine, Kennebec",Maine,Kennebec,18.7,9.4
"Michigan, Keweenaw",Michigan,Keweenaw,15.7,10.4
"Massachusetts, Suffolk",Massachusetts,Suffolk,13.2,4.5
"Maryland, Frederick",Maryland,Frederick,12.2,5.5
"Maine, Washington",Maine,Washington,21.2,12.0
"Minnesota, Rock",Minnesota,Rock,17.3,6.4
"Minnesota, Otter Tail",Minnesota,Otter Tail,15.2,6.8
"Mississippi, Prentiss",Mississippi,Prentiss,23.5,10.9
"Mississippi, Holmes",Mississippi,Holmes,26.4,11.4
"Minnesota, Lac qui Parle",Minnesota,Lac qui Parle,16.8,7.3
"Mississippi, Clarke",Mississippi,Clarke,20.7,9.3
"Michigan, Antrim",Michigan,Antrim,18.5,10.1
"Minnesota, Redwood",Minnesota,Redwood,18.2,7.0
"Minnesota, Scott",Minnesota,Scott,14.0,4.3
"Michigan, Benzie",Michigan,Benzie,17.0,9.4
"Minnesota, Clearwater",Minnesota,Clearwater,21.7,8.1
"Minnesota, Beltrami",Minnesota,Beltrami,20.0,6.9
"Mississippi, Grenada",Mississippi,Grenada,20.4,9.0
"Minnesota, Waseca",Minnesota,Waseca,18.8,6.3
"Michigan, Lake",Michigan,Lake,23.4,14.6
"Minnesota, Polk",Minnesota,Polk,18.4,6.3
"Minnesota, Grant",Minnesota,Grant,18.3,7.4
"Maryland, Montgomery",Maryland,Montgomery,8.9,4.3
"Maryland, Baltimore City",Maryland,Baltimore City,20.8,7.2
"Maine, Oxford",Maine,Oxford,20.3,10.8
"Michigan, Chippewa",Michigan,Chippewa,23.0,9.9
"Minnesota, Todd",Minnesota,Todd,19.0,7.6
"Massachusetts, Barnstable",Massachusetts,Barnstable,12.7,7.1
"Minnesota, Red Lake",Minnesota,Red Lake,18.8,7.1
"Maryland, Worcester",Maryland,Worcester,15.3,8.1
"Minnesota, Freeborn",Minnesota,Freeborn,18.1,7.2
"Minnesota, Crow Wing",Minnesota,Crow Wing,19.2,7.0
"Mississippi, Smith",Mississippi,Smith,20.9,10.2
"Minnesota, Kittson",Minnesota,Kittson,16.7,7.0
"Maryland, Baltimore",Maryland,Baltimore,15.1,6.3
"Minnesota, Big Stone",Minnesota,Big Stone,18.4,7.8
"Maine, Sagadahoc",Maine,Sagadahoc,15.6,8.5
"Minnesota, Sibley",Minnesota,Sibley,18.1,6.3
"Michigan, Eaton",Michigan,Eaton,17.3,7.8
"Mississippi, Simpson",Mississippi,Simpson,20.8,9.3
"Michigan, Schoolcraft",Michigan,Schoolcraft,22.3,12.3
"Mississippi, Jasper",Mississippi,Jasper,21.2,9.7
"Massachusetts, Franklin",Massachusetts,Franklin,15.4,7.2
"Minnesota, Koochiching",Minnesota,Koochiching,18.4,8.1
"Michigan, Mecosta",Michigan,Mecosta,20.0,9.5
"Michigan, Ottawa",Michigan,Ottawa,15.4,6.6
"Mississippi, Covington",Mississippi,Covington,23.2,10.0
"Mississippi, Leake",Mississippi,Leake,23.6,10.0
"Michigan, Presque Isle",Michigan,Presque Isle,19.4,11.8
"Mississippi, Tippah",Mississippi,Tippah,22.1,9.9
"Michigan, Iron",Michigan,Iron,20.2,12.2
"Maryland, Caroline",Maryland,Caroline,19.7,8.8
"Michigan, Isabella",Michigan,Isabella,19.9,8.1
"Mississippi, Jackson",Mississippi,Jackson,18.7,7.4
"Michigan, Sanilac",Michigan,Sanilac,21.0,10.9
"Michigan, Washtenaw",Michigan,Washtenaw,13.1,5.5
"Massachusetts, Plymouth",Massachusetts,Plymouth,15.4,6.3
"Minnesota, Becker",Minnesota,Becker,18.2,7.0
"Minnesota, St. Louis",Minnesota,St. Louis,17.9,6.4
"Michigan, Cass",Michigan,Cass,20.6,9.6
"Maryland, Anne Arundel",Maryland,Anne Arundel,15.0,5.6
"Minnesota, Benton",Minnesota,Benton,18.8,5.7
"Mississippi, Clay",Mississippi,Clay,20.6,9.8
"Minnesota, Lake",Minnesota,Lake,16.3,6.8
"Minnesota, Kanabec",Minnesota,Kanabec,20.3,7.5
"Mississippi, Rankin",Mississippi,Rankin,17.5,6.6
"Massachusetts, Essex",Massachusetts,Essex,13.5,5.5
"Michigan, Saginaw",Michigan,Saginaw,20.1,9.1
"Minnesota, Jackson",Minnesota,Jackson,17.0,6.6
"Michigan, St. Clair",Michigan,St. Clair,20.4,9.6
"Massachusetts, Nantucket",Massachusetts,Nantucket,12.8,4.8
"Mississippi, Pontotoc",Mississippi,Pontotoc,20.9,8.9
"Michigan, Ionia",Michigan,Ionia,21.2,8.6
"Maine, Hancock",Maine,Hancock,16.6,9.1
"Minnesota, Pennington",Minnesota,Pennington,17.9,6.4
"Michigan, Alger",Michigan,Alger,20.7,10.7
