State_County,State,County,Levels_Smokers,Levels_COPD
"Texas, McCulloch",Texas,McCulloch,17.8,8.5
"Texas, Ward",Texas,Ward,17.1,6.1
"Texas, Mason",Texas,Mason,14.8,8.1
"Texas, Waller",Texas,Waller,17.3,6.0
"Texas, Terrell",Texas,Terrell,13.9,7.8
"Virginia, Botetourt",Virginia,Botetourt,16.0,8.3
"Texas, Wichita",Texas,Wichita,18.3,7.0
"Virginia, Nelson",Virginia,Nelson,17.7,9.5
"Texas, Medina",Texas,Medina,15.2,5.8
"Virginia, Manassas",Virginia,Manassas,15.4,5.3
"Virginia, Scott",Virginia,Scott,21.0,11.8
"Virginia, Fairfax City",Virginia,Fairfax City,10.9,4.4
"Texas, Live Oak",Texas,Live Oak,19.1,7.9
"Virginia, Hanover",Virginia,Hanover,14.9,6.6
"Virginia, King and Queen",Virginia,King and Queen,18.5,9.1
"Virginia, Chesterfield",Virginia,Chesterfield,14.5,6.2
"Vermont, Addison",Vermont,Addison,13.7,6.3
"Utah, Box Elder",Utah,Box Elder,10.7,5.4
"Utah, Weber",Utah,Weber,10.5,4.9
"Texas, San Augustine",Texas,San Augustine,21.1,11.8
"Virginia, Lynchburg",Virginia,Lynchburg,17.0,6.9
"Texas, Van Zandt",Texas,Van Zandt,19.7,9.2
"Virginia, Giles",Virginia,Giles,19.6,9.5
"Virginia, Buckingham",Virginia,Buckingham,22.6,10.2
"Texas, Marion",Texas,Marion,21.1,11.4
"Utah, Iron",Utah,Iron,10.5,5.8
"Texas, Winkler",Texas,Winkler,17.7,6.1
"Virginia, Suffolk",Virginia,Suffolk,17.4,6.8
"Virginia, King George",Virginia,King George,15.9,6.1
"Utah, Juab",Utah,Juab,12.6,6.0
"Virginia, Waynesboro",Virginia,Waynesboro,19.4,8.8
"Virginia, King William",Virginia,King William,18.3,7.6
"Texas, Zavala",Texas,Zavala,18.9,7.6
"Texas, Sterling",Texas,Sterling,17.3,6.4
"Utah, Washington",Utah,Washington,8.6,6.0
"Virginia, Fauquier",Virginia,Fauquier,14.4,6.5
"Washington, Clallam",Washington,Clallam,14.7,8.3
"Virginia, Bristol",Virginia,Bristol,21.1,11.0
"Virginia, Campbell",Virginia,Campbell,19.2,9.1
"Texas, Wilson",Texas,Wilson,14.9,5.9
"Virginia, Greene",Virginia,Greene,18.1,8.2
"Texas, Stephens",Texas,Stephens,19.4,8.7
"Texas, Orange",Texas,Orange,21.0,8.3
"Virginia, Page",Virginia,Page,21.9,10.8
"Virginia, Montgomery",Virginia,Montgomery,15.9,6.1
"Texas, Rains",Texas,Rains,19.5,9.7
"Texas, Smith",Texas,Smith,16.9,7.2
"Virginia, Pulaski",Virginia,Pulaski,19.4,9.7
"Texas, Martin",Texas,Martin,16.9,5.8
"Texas, Nueces",Texas,Nueces,15.7,5.9
"Virginia, Powhatan",Virginia,Powhatan,16.4,7.4
"Texas, Titus",Texas,Titus,18.7,7.3
"Virginia, Mathews",Virginia,Mathews,15.5,9.5
"Virginia, Charles City",Virginia,Charles City,20.8,10.3
"Texas, McLennan",Texas,McLennan,17.7,6.8
"Virginia, Covington",Virginia,Covington,20.8,9.9
"Virginia, Fairfax",Virginia,Fairfax,10.6,4.3
"Virginia, Sussex",Virginia,Sussex,21.6,8.7
"Texas, Menard",Texas,Menard,15.6,9.1
"Virginia, Charlotte",Virginia,Charlotte,22.8,11.9
"Utah, Duchesne",Utah,Duchesne,13.8,6.4
"Texas, Upshur",Texas,Upshur,20.2,9.0
"Virginia, Gloucester",Virginia,Gloucester,17.1,8.0
"Virginia, Dickenson",Virginia,Dickenson,24.3,13.4
"Texas, Young",Texas,Young,18.5,8.6
"Utah, Millard",Utah,Millard,11.7,6.7
"Texas, Randall",Texas,Randall,14.6,5.5
"Vermont, Windham",Vermont,Windham,16.8,8.0
"Virginia, Louisa",Virginia,Louisa,19.0,9.4
"Virginia, Bland",Virginia,Bland,19.8,9.5
"Washington, Douglas",Washington,Douglas,15.6,6.5
"Washington, Asotin",Washington,Asotin,17.4,8.6
"Virginia, Norton",Virginia,Norton,21.6,10.4
"Virginia, Chesapeake",Virginia,Chesapeake,16.1,6.3
"Washington, Cowlitz",Washington,Cowlitz,19.1,7.9
"Virginia, Orange",Virginia,Orange,17.9,8.2
"Texas, Scurry",Texas,Scurry,18.5,7.1
"Utah, San Juan",Utah,San Juan,16.1,8.4
"Virginia, Northampton",Virginia,Northampton,18.1,10.3
"Texas, Tyler",Texas,Tyler,20.9,9.7
"Texas, Montague",Texas,Montague,19.7,9.7
"Virginia, Buena Vista",Virginia,Buena Vista,23.1,11.5
"Virginia, Bath",Virginia,Bath,20.5,11.9
"Virginia, Wise",Virginia,Wise,24.5,11.6
"Utah, Garfield",Utah,Garfield,10.9,7.0
"Vermont, Chittenden",Vermont,Chittenden,12.1,5.3
"Virginia, Madison",Virginia,Madison,18.8,9.5
"Virginia, Henrico",Virginia,Henrico,14.3,6.0
"Virginia, Danville",Virginia,Danville,21.6,10.7
"Texas, Sabine",Texas,Sabine,20.1,12.4
"Texas, Llano",Texas,Llano,16.0,10.4
"Virginia, Halifax",Virginia,Halifax,20.0,10.5
"Virginia, Lee",Virginia,Lee,24.3,13.0
"Washington, Clark",Washington,Clark,12.8,5.8
"Utah, Grand",Utah,Grand,10.9,5.9
"Texas, Mitchell",Texas,Mitchell,18.7,6.3
"Virginia, Falls Church",Virginia,Falls Church,8.8,3.7
"Texas, Wharton",Texas,Wharton,17.5,7.5
"Utah, Beaver",Utah,Beaver,11.3,6.0
"Texas, Webb",Texas,Webb,16.7,5.6
"Vermont, Bennington",Vermont,Bennington,16.0,8.1
"Virginia, Franklin City",Virginia,Franklin City,20.5,9.8
"Virginia, Craig",Virginia,Craig,17.2,8.7
"Texas, Matagorda",Texas,Matagorda,17.6,7.4
"Texas, Ochiltree",Texas,Ochiltree,18.6,6.8
"Texas, Madison",Texas,Madison,19.4,6.8
"Texas, Parker",Texas,Parker,17.4,6.9
"Vermont, Caledonia",Vermont,Caledonia,17.4,8.3
"Virginia, Lunenburg",Virginia,Lunenburg,22.3,10.8
"Washington, Chelan",Washington,Chelan,14.9,6.3
"Virginia, Westmoreland",Virginia,Westmoreland,18.4,9.6
"Texas, Rusk",Texas,Rusk,20.0,7.9
"Utah, Sanpete",Utah,Sanpete,12.4,6.0
"Texas, Val Verde",Texas,Val Verde,16.4,6.1
"Texas, Montgomery",Texas,Montgomery,15.0,5.9
"Virginia, Clarke",Virginia,Clarke,15.8,7.9
"Virginia, Hopewell",Virginia,Hopewell,23.4,9.9
"Virginia, Augusta",Virginia,Augusta,18.8,8.7
"Virginia, Rappahannock",Virginia,Rappahannock,15.0,8.5
"Texas, Sherman",Texas,Sherman,16.7,6.6
"Texas, Presidio",Texas,Presidio,18.8,10.2
"Texas, Mills",Texas,Mills,17.5,9.7
"Vermont, Rutland",Vermont,Rutland,17.2,7.9
"Utah, Kane",Utah,Kane,10.2,6.7
"Virginia, Surry",Virginia,Surry,19.2,9.8
"Virginia, Essex",Virginia,Essex,20.8,10.6
"Washington, Columbia",Washington,Columbia,16.1,8.1
"Wisconsin, Sheboygan",Wisconsin,Sheboygan,15.3,5.9
"Wyoming, Washakie",Wyoming,Washakie,16.6,7.8
"Wisconsin, Green",Wisconsin,Green,16.4,6.4
"West Virginia, Barbour",West Virginia,Barbour,23.6,12.1
"West Virginia, Jackson",West Virginia,Jackson,22.9,11.5
"West Virginia, Grant",West Virginia,Grant,23.7,12.9
"West Virginia, Pleasants",West Virginia,Pleasants,24.4,10.8
"Wisconsin, Douglas",Wisconsin,Douglas,17.4,6.7
"West Virginia, Hancock",West Virginia,Hancock,23.1,11.5
"West Virginia, Upshur",West Virginia,Upshur,23.8,12.0
"Wisconsin, Taylor",Wisconsin,Taylor,18.9,7.7
"Wisconsin, Milwaukee",Wisconsin,Milwaukee,18.2,5.7
"Washington, Mason",Washington,Mason,17.6,8.1
"West Virginia, Preston",West Virginia,Preston,23.9,10.9
"Wisconsin, Washington",Wisconsin,Washington,14.2,5.4
"Wisconsin, Sawyer",Wisconsin,Sawyer,18.4,8.6
"West Virginia, Cabell",West Virginia,Cabell,21.9,10.6
"West Virginia, Taylor",West Virginia,Taylor,24.5,11.5
"West Virginia, Boone",West Virginia,Boone,26.7,13.7
"Wyoming, Big Horn",Wyoming,Big Horn,17.0,8.4
"Washington, Spokane",Washington,Spokane,15.7,6.2
"Wisconsin, Washburn",Wisconsin,Washburn,16.8,8.0
"Wyoming, Uinta",Wyoming,Uinta,18.8,7.6
"West Virginia, Hardy",West Virginia,Hardy,22.9,11.9
"Wisconsin, Lafayette",Wisconsin,Lafayette,18.1,7.2
"Wisconsin, Vernon",Wisconsin,Vernon,18.2,8.0
"Wisconsin, Walworth",Wisconsin,Walworth,15.7,5.8
"Wisconsin, Ashland",Wisconsin,Ashland,19.8,8.2
"Washington, Stevens",Washington,Stevens,17.3,8.9
"Wisconsin, St. Croix",Wisconsin,St. Croix,14.6,4.9
"Wisconsin, Langlade",Wisconsin,Langlade,18.6,8.4
"Wisconsin, Crawford",Wisconsin,Crawford,17.9,7.8
"Wisconsin, Dane",Wisconsin,Dane,12.0,4.1
"Wyoming, Teton",Wyoming,Teton,11.6,4.5
"West Virginia, Brooke",West Virginia,Brooke,21.6,10.8
"Wisconsin, Lincoln",Wisconsin,Lincoln,17.4,7.2
"Wisconsin, Outagamie",Wisconsin,Outagamie,14.9,5.5
"Washington, Grant",Washington,Grant,17.2,6.3
"Washington, Lincoln",Washington,Lincoln,15.5,8.1
"West Virginia, Gilmer",West Virginia,Gilmer,23.1,9.4
"Wisconsin, Trempealeau",Wisconsin,Trempealeau,17.2,6.6
"West Virginia, Mason",West Virginia,Mason,23.9,12.3
"Wisconsin, Grant",Wisconsin,Grant,16.9,6.6
"West Virginia, Wayne",West Virginia,Wayne,26.8,13.2
"Washington, Kittitas",Washington,Kittitas,14.4,6.1
"West Virginia, Summers",West Virginia,Summers,24.0,13.5
"West Virginia, Monongalia",West Virginia,Monongalia,19.1,7.2
"Wisconsin, Calumet",Wisconsin,Calumet,15.3,5.4
"West Virginia, Fayette",West Virginia,Fayette,26.4,12.8
"Washington, San Juan",Washington,San Juan,10.7,6.7
"West Virginia, Pendleton",West Virginia,Pendleton,22.8,13.3
"Wisconsin, Pepin",Wisconsin,Pepin,17.3,7.4
"Wisconsin, Waushara",Wisconsin,Waushara,18.6,8.1
"West Virginia, Marion",West Virginia,Marion,23.0,10.6
"West Virginia, Wood",West Virginia,Wood,21.7,11.3
"Wisconsin, Vilas",Wisconsin,Vilas,15.9,8.0
"Washington, Thurston",Washington,Thurston,13.6,5.5
"Wisconsin, Forest",Wisconsin,Forest,20.2,8.8
"West Virginia, Hampshire",West Virginia,Hampshire,24.3,12.3
"Wisconsin, Ozaukee",Wisconsin,Ozaukee,12.2,4.9
"Washington, Snohomish",Washington,Snohomish,14.0,5.0
"Washington, Whatcom",Washington,Whatcom,14.6,5.9
"West Virginia, Randolph",West Virginia,Randolph,24.7,12.1
"Wisconsin, Richland",Wisconsin,Richland,17.9,7.9
"Wisconsin, Dodge",Wisconsin,Dodge,17.6,6.5
"West Virginia, Logan",West Virginia,Logan,27.4,14.5
"Wyoming, Natrona",Wyoming,Natrona,19.1,6.9
"Wyoming, Albany",Wyoming,Albany,13.4,5.0
"West Virginia, Raleigh",West Virginia,Raleigh,23.8,12.0
"Wisconsin, Chippewa",Wisconsin,Chippewa,17.0,6.6
"West Virginia, Greenbrier",West Virginia,Greenbrier,23.1,12.3
"Wisconsin, Fond du Lac",Wisconsin,Fond du Lac,16.3,6.3
"Wisconsin, Oconto",Wisconsin,Oconto,18.0,7.3
"West Virginia, Braxton",West Virginia,Braxton,25.3,13.7
"Wyoming, Lincoln",Wyoming,Lincoln,16.7,7.5
"West Virginia, Roane",West Virginia,Roane,25.5,13.6
"Wisconsin, Rusk",Wisconsin,Rusk,18.8,8.6
"West Virginia, McDowell",West Virginia,McDowell,31.9,18.2
"Wisconsin, Racine",Wisconsin,Racine,16.7,6.0
"Wisconsin, Rock",Wisconsin,Rock,17.0,6.4
"Wisconsin, Menominee",Wisconsin,Menominee,29.2,9.9
"Washington, Skamania",Washington,Skamania,16.4,7.6
"Wisconsin, Monroe",Wisconsin,Monroe,18.0,6.8
"West Virginia, Ohio",West Virginia,Ohio,19.9,9.3
"Wisconsin, Iowa",Wisconsin,Iowa,16.3,6.3
"Wyoming, Park",Wyoming,Park,14.2,6.9
"West Virginia, Mercer",West Virginia,Mercer,24.6,12.9
"Wisconsin, Marinette",Wisconsin,Marinette,18.7,8.3
"West Virginia, Harrison",West Virginia,Harrison,22.6,10.5
"Wisconsin, Adams",Wisconsin,Adams,18.5,8.8
"Wisconsin, La Crosse",Wisconsin,La Crosse,15.4,5.4
"Wyoming, Converse",Wyoming,Converse,18.2,7.4
"Washington, Franklin",Washington,Franklin,15.8,5.0
"Wisconsin, Burnett",Wisconsin,Burnett,17.0,8.4
"Washington, Yakima",Washington,Yakima,16.3,6.4
"Wyoming, Crook",Wyoming,Crook,16.5,8.1
"Washington, Skagit",Washington,Skagit,15.5,6.5
"Wisconsin, Marquette",Wisconsin,Marquette,18.2,8.1
"West Virginia, Wirt",West Virginia,Wirt,26.4,13.9
"Wyoming, Hot Springs",Wyoming,Hot Springs,17.7,9.2
"Wisconsin, Florence",Wisconsin,Florence,17.2,8.0
"Washington, Klickitat",Washington,Klickitat,15.9,7.9
"West Virginia, Putnam",West Virginia,Putnam,20.0,9.1
"Washington, King",Washington,King,10.3,3.9
"Wisconsin, Buffalo",Wisconsin,Buffalo,17.7,7.2
"Wisconsin, Eau Claire",Wisconsin,Eau Claire,15.6,5.5
"West Virginia, Nicholas",West Virginia,Nicholas,24.7,12.7
"West Virginia, Lincoln",West Virginia,Lincoln,26.5,13.9
"Wisconsin, Juneau",Wisconsin,Juneau,19.8,8.1
"West Virginia, Wyoming",West Virginia,Wyoming,28.1,14.2
"Wyoming, Sweetwater",Wyoming,Sweetwater,17.3,6.0
"Wisconsin, Wood",Wisconsin,Wood,16.4,6.9
"Wisconsin, Portage",Wisconsin,Portage,15.2,5.7
"West Virginia, Monroe",West Virginia,Monroe,23.5,12.9
"Wisconsin, Jefferson",Wisconsin,Jefferson,16.6,5.8
"West Virginia, Morgan",West Virginia,Morgan,22.3,11.5
"Wisconsin, Oneida",Wisconsin,Oneida,15.2,7.2
"West Virginia, Wetzel",West Virginia,Wetzel,25.1,13.1
"Wyoming, Sublette",Wyoming,Sublette,16.7,7.0
"Wyoming, Weston",Wyoming,Weston,18.3,8.3
"West Virginia, Lewis",West Virginia,Lewis,25.7,12.5
"Wisconsin, Columbia",Wisconsin,Columbia,17.1,6.1
"Washington, Island",Washington,Island,13.3,6.2
"Wisconsin, Dunn",Wisconsin,Dunn,16.3,5.8
"Washington, Wahkiakum",Washington,Wahkiakum,14.9,8.5
"Wisconsin, Price",Wisconsin,Price,18.3,8.5
"Washington, Pend Oreille",Washington,Pend Oreille,16.8,9.0
"Wyoming, Campbell",Wyoming,Campbell,20.2,6.6
"Wisconsin, Clark",Wisconsin,Clark,19.9,8.0
"West Virginia, Mingo",West Virginia,Mingo,28.6,15.3
"Washington, Jefferson",Washington,Jefferson,12.4,7.7
"Washington, Whitman",Washington,Whitman,12.3,4.8
"West Virginia, Ritchie",West Virginia,Ritchie,24.6,13.3
"Wyoming, Carbon",Wyoming,Carbon,18.0,7.2
"Wisconsin, Polk",Wisconsin,Polk,17.0,7.0
"Wyoming, Goshen",Wyoming,Goshen,15.9,7.5
"West Virginia, Doddridge",West Virginia,Doddridge,24.1,11.3
"Wisconsin, Shawano",Wisconsin,Shawano,19.5,7.6
"Wyoming, Fremont",Wyoming,Fremont,18.9,7.9
"Washington, Lewis",Washington,Lewis,17.8,8.0
"Wisconsin, Green Lake",Wisconsin,Green Lake,17.6,7.7
"West Virginia, Tyler",West Virginia,Tyler,23.5,12.3
"Washington, Garfield",Washington,Garfield,14.5,7.4
"West Virginia, Mineral",West Virginia,Mineral,21.4,10.5
"Wisconsin, Door",Wisconsin,Door,13.8,6.7
"West Virginia, Clay",West Virginia,Clay,28.3,14.9
"Wisconsin, Kewaunee",Wisconsin,Kewaunee,16.9,6.5
"Wyoming, Sheridan",Wyoming,Sheridan,15.8,6.9
"West Virginia, Kanawha",West Virginia,Kanawha,22.8,10.6
"Wisconsin, Waupaca",Wisconsin,Waupaca,16.7,7.1
"Wisconsin, Iron",Wisconsin,Iron,16.9,8.8
"Wisconsin, Manitowoc",Wisconsin,Manitowoc,17.4,6.9
"West Virginia, Tucker",West Virginia,Tucker,21.3,11.4
"Washington, Grays Harbor",Washington,Grays Harbor,18.1,8.2
"West Virginia, Marshall",West Virginia,Marshall,22.0,11.3
"Wisconsin, Pierce",Wisconsin,Pierce,15.3,5.3
"Wyoming, Niobrara",Wyoming,Niobrara,21.5,10.2
"Wisconsin, Barron",Wisconsin,Barron,16.8,7.6
"Washington, Kitsap",Washington,Kitsap,14.2,5.7
"West Virginia, Pocahontas",West Virginia,Pocahontas,24.5,13.3
"Washington, Walla Walla",Washington,Walla Walla,13.6,5.9
"Washington, Pacific",Washington,Pacific,16.1,9.3
"Wisconsin, Bayfield",Wisconsin,Bayfield,15.9,7.5
"Wisconsin, Jackson",Wisconsin,Jackson,20.0,7.5
"Washington, Okanogan",Washington,Okanogan,18.9,8.7
"Wyoming, Johnson",Wyoming,Johnson,15.5,7.7
"Wyoming, Laramie",Wyoming,Laramie,16.3,6.5
"Washington, Pierce",Washington,Pierce,16.7,5.7
"West Virginia, Calhoun",West Virginia,Calhoun,26.5,14.8
"West Virginia, Berkeley",West Virginia,Berkeley,22.4,9.0
"Wisconsin, Kenosha",Wisconsin,Kenosha,17.2,5.6
"Wisconsin, Marathon",Wisconsin,Marathon,16.8,6.2
"West Virginia, Jefferson",West Virginia,Jefferson,19.2,8.1
"Wyoming, Platte",Wyoming,Platte,18.2,8.5
"Wisconsin, Sauk",Wisconsin,Sauk,16.8,6.5
"Wisconsin, Brown",Wisconsin,Brown,15.1,5.5
"West Virginia, Webster",West Virginia,Webster,26.8,15.3
"Wisconsin, Winnebago",Wisconsin,Winnebago,17.1,5.8
"Wisconsin, Waukesha",Wisconsin,Waukesha,12.6,4.7
